,frame,x,y,r,name,sample_rate,examplenr
0,1,1003,803,209,framenr_1_framevid_June12_02,25.0,exp1
1,2,1023,271,217,framenr_2_framevid_June12_02,25.0,exp1
2,3,1283,711,205,framenr_3_framevid_June12_02,25.0,exp1
3,4,1173,835,190,framenr_4_framevid_June12_02,25.0,exp1
4,5,1159,831,187,framenr_5_framevid_June12_02,25.0,exp1
5,6,1217,719,266,framenr_6_framevid_June12_02,25.0,exp1
6,7,969,251,267,framenr_7_framevid_June12_02,25.0,exp1
7,8,973,251,267,framenr_8_framevid_June12_02,25.0,exp1
8,9,999,253,231,framenr_9_framevid_June12_02,25.0,exp1
9,10,985,241,249,framenr_10_framevid_June12_02,25.0,exp1
10,11,1023,229,232,framenr_11_framevid_June12_02,25.0,exp1
11,12,1021,217,236,framenr_12_framevid_June12_02,25.0,exp1
12,13,1019,227,252,framenr_13_framevid_June12_02,25.0,exp1
13,14,1003,217,255,framenr_14_framevid_June12_02,25.0,exp1
14,15,1157,217,242,framenr_15_framevid_June12_02,25.0,exp1
15,16,1153,219,228,framenr_16_framevid_June12_02,25.0,exp1
16,17,1019,247,235,framenr_17_framevid_June12_02,25.0,exp1
17,18,995,249,269,framenr_18_framevid_June12_02,25.0,exp1
18,19,1011,243,237,framenr_19_framevid_June12_02,25.0,exp1
19,20,1019,239,229,framenr_20_framevid_June12_02,25.0,exp1
20,21,1033,245,213,framenr_21_framevid_June12_02,25.0,exp1
21,22,1015,233,235,framenr_22_framevid_June12_02,25.0,exp1
22,23,1079,261,164,framenr_23_framevid_June12_02,25.0,exp1
23,24,1015,231,232,framenr_24_framevid_June12_02,25.0,exp1
24,25,1021,237,222,framenr_25_framevid_June12_02,25.0,exp1
25,26,1009,231,234,framenr_26_framevid_June12_02,25.0,exp1
26,27,999,231,242,framenr_27_framevid_June12_02,25.0,exp1
27,28,1005,235,234,framenr_28_framevid_June12_02,25.0,exp1
28,29,1001,243,234,framenr_29_framevid_June12_02,25.0,exp1
29,30,1029,271,211,framenr_30_framevid_June12_02,25.0,exp1
30,31,1039,275,189,framenr_31_framevid_June12_02,25.0,exp1
31,32,1039,279,204,framenr_32_framevid_June12_02,25.0,exp1
32,33,1003,243,239,framenr_33_framevid_June12_02,25.0,exp1
33,34,1007,241,245,framenr_34_framevid_June12_02,25.0,exp1
34,35,1013,247,254,framenr_35_framevid_June12_02,25.0,exp1
35,36,1071,277,216,framenr_36_framevid_June12_02,25.0,exp1
36,37,1059,271,239,framenr_37_framevid_June12_02,25.0,exp1
37,38,1065,275,246,framenr_38_framevid_June12_02,25.0,exp1
38,39,1063,283,260,framenr_39_framevid_June12_02,25.0,exp1
39,40,1061,291,255,framenr_40_framevid_June12_02,25.0,exp1
40,41,1067,289,253,framenr_41_framevid_June12_02,25.0,exp1
41,42,1081,287,248,framenr_42_framevid_June12_02,25.0,exp1
42,43,1113,295,225,framenr_43_framevid_June12_02,25.0,exp1
43,44,1273,303,263,framenr_44_framevid_June12_02,25.0,exp1
44,45,1279,309,257,framenr_45_framevid_June12_02,25.0,exp1
