 ,Label,X,Y,Perim.
1,Batch21:framenr_122_framevid_June12_03.jpeg,113.500,178.500,34.558
2,Batch21:framenr_122_framevid_June16_02.jpeg,997.500,647.500,857.655
3,Batch21:framenr_122_framevid_June16_07.jpeg,1038.000,510.000,1124.690
4,Batch21:framenr_122_framevid_June16_20.jpeg,871.500,520.500,1542.522
5,Batch21:framenr_123_framevid_June09_01.jpeg,762.500,615.500,1127.832
6,Batch21:framenr_123_framevid_June09_02.jpeg,129.000,83.000,37.699
7,Batch21:framenr_123_framevid_June12_02.jpeg,1094.000,301.000,1275.487
8,Batch21:framenr_123_framevid_June16_02.jpeg,1003.000,640.000,860.796
9,Batch21:framenr_123_framevid_June16_07.jpeg,1047.000,516.000,1118.407
10,Batch21:framenr_123_framevid_June16_20.jpeg,878.500,504.500,1592.787
11,Batch21:framenr_124_framevid_June09_01.jpeg,728.000,609.000,1156.106
12,Batch21:framenr_124_framevid_June09_02.jpeg,127.500,81.500,40.841
13,Batch21:framenr_124_framevid_June12_02.jpeg,1108.500,268.500,1240.929
14,Batch21:framenr_124_framevid_June16_02.jpeg,1003.000,641.000,867.080
15,Batch21:framenr_124_framevid_June16_07.jpeg,1046.000,532.000,1055.575
16,Batch21:framenr_124_framevid_June16_20.jpeg,873.500,517.500,1485.973
17,Batch21:framenr_125_framevid_June09_01.jpeg,698.000,587.000,1237.788
18,Batch21:framenr_125_framevid_June09_02.jpeg,112.500,95.500,53.407
19,Batch21:framenr_125_framevid_June12_02.jpeg,1127.500,253.500,1303.761
20,Batch21:framenr_125_framevid_June16_02.jpeg,1010.500,637.500,863.938
21,Batch21:framenr_125_framevid_June16_07.jpeg,1053.000,505.000,1061.858
22,Batch21:framenr_125_framevid_June16_20.jpeg,874.000,512.000,1514.248
23,Batch21:framenr_126_framevid_June09_01.jpeg,674.000,579.000,1231.504
24,Batch21:framenr_126_framevid_June09_02.jpeg,75.500,83.500,59.690
25,Batch21:framenr_126_framevid_June12_02.jpeg,1121.000,262.000,1288.053
26,Batch21:framenr_126_framevid_June16_02.jpeg,1011.000,624.000,904.779
27,Batch21:framenr_126_framevid_June16_07.jpeg,1039.500,507.500,1052.434
28,Batch21:framenr_126_framevid_June16_20.jpeg,876.500,513.500,1517.389
29,Batch21:framenr_127_framevid_June09_01.jpeg,649.500,570.500,1247.212
30,Batch21:framenr_127_framevid_June09_02.jpeg,709.000,713.000,1036.726
31,Batch21:framenr_127_framevid_June12_02.jpeg,1101.500,286.500,1253.495
32,Batch21:framenr_127_framevid_June16_02.jpeg,1005.500,592.500,945.619
33,Batch21:framenr_127_framevid_June16_07.jpeg,1045.500,501.500,1115.265
34,Batch21:framenr_127_framevid_June16_20.jpeg,874.500,514.500,1479.690
35,Batch21:framenr_128_framevid_June09_01.jpeg,627.500,555.500,1234.646
36,Batch21:framenr_128_framevid_June09_02.jpeg,60.000,70.000,37.699
37,Batch21:framenr_128_framevid_June12_02.jpeg,1092.500,292.500,1259.779
38,Batch21:framenr_128_framevid_June16_02.jpeg,993.000,581.000,929.911
39,Batch21:framenr_128_framevid_June16_07.jpeg,1049.500,514.500,1102.699
40,Batch21:framenr_128_framevid_June16_20.jpeg,884.500,502.500,1536.239
41,Batch21:framenr_129_framevid_June09_01.jpeg,594.500,549.500,1266.062
42,Batch21:framenr_129_framevid_June09_02.jpeg,692.500,675.500,1291.195
43,Batch21:framenr_129_framevid_June12_02.jpeg,1093.500,285.500,1278.628
44,Batch21:framenr_129_framevid_June16_02.jpeg,1002.500,586.500,945.619
45,Batch21:framenr_129_framevid_June16_07.jpeg,1059.000,517.000,1093.274
46,Batch21:framenr_129_framevid_June16_20.jpeg,882.000,513.000,1482.832
47,Batch21:framenr_130_framevid_June09_01.jpeg,578.500,546.500,1184.380
48,Batch21:framenr_130_framevid_June09_02.jpeg,678.000,688.000,1231.504
49,Batch21:framenr_130_framevid_June12_02.jpeg,1109.500,267.500,1316.327
50,Batch21:framenr_130_framevid_June16_02.jpeg,1006.500,599.500,951.903
