 ,Label,X,Y,Perim.
1,Batch33:framenr_286_framevid_June16_02.jpeg,944.000,549.000,1074.425
2,Batch33:framenr_287_framevid_June09_01.jpeg,812.000,594.000,1275.487
3,Batch33:framenr_287_framevid_June12_02.jpeg,51.500,77.500,40.841
4,Batch33:framenr_287_framevid_June16_02.jpeg,951.500,541.500,1071.283
5,Batch33:framenr_288_framevid_June09_01.jpeg,830.500,609.500,1159.248
6,Batch33:framenr_288_framevid_June12_02.jpeg,104.500,102.500,34.558
7,Batch33:framenr_288_framevid_June16_02.jpeg,955.500,532.500,1058.717
8,Batch33:framenr_289_framevid_June09_01.jpeg,872.000,605.000,1162.389
9,Batch33:framenr_289_framevid_June12_02.jpeg,1276.000,517.000,1489.115
10,Batch33:framenr_289_framevid_June16_02.jpeg,962.000,520.000,1074.425
11,Batch33:framenr_290_framevid_June09_01.jpeg,894.500,617.500,1115.265
12,Batch33:framenr_290_framevid_June12_02.jpeg,1258.000,525.000,1482.832
13,Batch33:framenr_290_framevid_June16_02.jpeg,972.000,510.000,1080.708
14,Batch33:framenr_291_framevid_June09_01.jpeg,903.000,623.000,1093.274
15,Batch33:framenr_291_framevid_June12_02.jpeg,102.500,67.500,47.124
16,Batch33:framenr_291_framevid_June16_02.jpeg,980.000,499.000,1118.407
17,Batch33:framenr_292_framevid_June09_01.jpeg,924.000,611.000,1162.389
18,Batch33:framenr_292_framevid_June12_02.jpeg,97.000,58.000,37.699
19,Batch33:framenr_292_framevid_June16_02.jpeg,987.500,493.500,1115.265
20,Batch33:framenr_293_framevid_June09_01.jpeg,937.000,630.000,1080.708
21,Batch33:framenr_293_framevid_June12_02.jpeg,119.500,68.500,59.690
22,Batch33:framenr_293_framevid_June16_02.jpeg,1001.500,488.500,1152.965
23,Batch33:framenr_294_framevid_June09_01.jpeg,964.000,623.000,1143.540
24,Batch33:framenr_294_framevid_June12_02.jpeg,100.000,74.000,56.549
25,Batch33:framenr_294_framevid_June16_02.jpeg,989.000,487.000,1130.973
26,Batch33:framenr_295_framevid_June09_01.jpeg,974.000,618.000,1143.540
27,Batch33:framenr_295_framevid_June12_02.jpeg,126.500,105.500,72.257
28,Batch33:framenr_295_framevid_June16_02.jpeg,994.500,484.500,1178.097
29,Batch33:framenr_296_framevid_June09_01.jpeg,977.500,629.500,1083.849
30,Batch33:framenr_296_framevid_June12_02.jpeg,92.000,74.000,56.549
31,Batch33:framenr_296_framevid_June16_02.jpeg,1007.000,480.000,1250.354
32,Batch33:framenr_297_framevid_June09_01.jpeg,989.500,621.500,1108.982
33,Batch33:framenr_297_framevid_June12_02.jpeg,105.000,78.000,56.549
34,Batch33:framenr_297_framevid_June16_02.jpeg,985.500,490.500,1146.681
35,Batch33:framenr_298_framevid_June09_01.jpeg,1000.000,612.000,1137.257
36,Batch33:framenr_298_framevid_June12_02.jpeg,100.500,79.500,40.841
37,Batch33:framenr_298_framevid_June16_02.jpeg,985.500,488.500,1165.531
38,Batch33:framenr_299_framevid_June09_01.jpeg,1003.500,614.500,1102.699
39,Batch33:framenr_299_framevid_June12_02.jpeg,124.500,57.500,40.841
40,Batch33:framenr_299_framevid_June16_02.jpeg,981.500,493.500,1165.531
41,Batch33:framenr_300_framevid_June09_01.jpeg,1018.500,619.500,1083.849
42,Batch33:framenr_300_framevid_June12_02.jpeg,57.500,49.500,59.690
43,Batch33:framenr_300_framevid_June16_02.jpeg,974.500,501.500,1159.248
44,Batch33:framenr_301_framevid_June09_01.jpeg,1029.000,634.000,999.026
45,Batch33:framenr_301_framevid_June12_02.jpeg,65.500,46.500,21.991
46,Batch33:framenr_301_framevid_June16_02.jpeg,973.500,502.500,1178.097
47,Batch33:framenr_302_framevid_June12_02.jpeg,1080.000,599.000,1313.186
48,Batch33:framenr_302_framevid_June16_02.jpeg,961.500,511.500,1140.398
49,Batch33:framenr_303_framevid_June12_02.jpeg,1046.500,589.500,1310.044
50,Batch33:framenr_303_framevid_June16_02.jpeg,955.000,516.000,1156.106
