 ,Label,X,Y,Perim.
1,Batch32:framenr_270_framevid_June09_01.jpeg,695.500,638.500,1165.531
2,Batch32:framenr_270_framevid_June12_02.jpeg,1242.500,475.500,1511.106
3,Batch32:framenr_270_framevid_June16_02.jpeg,991.000,539.000,1162.389
4,Batch32:framenr_271_framevid_June09_01.jpeg,707.000,630.000,1250.354
5,Batch32:framenr_271_framevid_June12_02.jpeg,1248.500,477.500,1492.257
6,Batch32:framenr_271_framevid_June16_02.jpeg,978.000,551.000,1149.823
7,Batch32:framenr_272_framevid_June09_01.jpeg,711.500,631.500,1266.062
8,Batch32:framenr_272_framevid_June12_02.jpeg,64.500,40.500,40.841
9,Batch32:framenr_272_framevid_June16_02.jpeg,972.000,556.000,1156.106
10,Batch32:framenr_273_framevid_June09_01.jpeg,705.500,642.500,1184.380
11,Batch32:framenr_273_framevid_June12_02.jpeg,61.500,65.500,78.540
12,Batch32:framenr_273_framevid_June16_02.jpeg,954.000,562.000,1080.708
13,Batch32:framenr_274_framevid_June09_01.jpeg,712.500,655.500,1121.549
14,Batch32:framenr_274_framevid_June12_02.jpeg,59.000,54.000,50.265
15,Batch32:framenr_274_framevid_June16_02.jpeg,954.000,566.000,1130.973
16,Batch32:framenr_275_framevid_June09_01.jpeg,718.000,649.000,1137.257
17,Batch32:framenr_275_framevid_June12_02.jpeg,98.500,46.500,28.274
18,Batch32:framenr_275_framevid_June16_02.jpeg,944.000,570.000,1080.708
19,Batch32:framenr_276_framevid_June09_01.jpeg,721.500,645.500,1152.965
20,Batch32:framenr_276_framevid_June12_02.jpeg,64.500,54.500,40.841
21,Batch32:framenr_276_framevid_June16_02.jpeg,962.000,562.000,1181.239
22,Batch32:framenr_277_framevid_June09_01.jpeg,728.000,638.000,1162.389
23,Batch32:framenr_277_framevid_June12_02.jpeg,106.500,66.500,47.124
24,Batch32:framenr_277_framevid_June16_02.jpeg,945.000,580.000,1068.142
25,Batch32:framenr_278_framevid_June09_01.jpeg,736.500,647.500,1121.549
26,Batch32:framenr_278_framevid_June12_02.jpeg,101.500,57.500,47.124
27,Batch32:framenr_278_framevid_June16_02.jpeg,935.000,594.000,992.743
28,Batch32:framenr_279_framevid_June09_01.jpeg,744.000,644.000,1086.991
29,Batch32:framenr_279_framevid_June12_02.jpeg,151.500,78.500,47.124
30,Batch32:framenr_279_framevid_June16_02.jpeg,935.000,586.000,1030.442
31,Batch32:framenr_280_framevid_June09_01.jpeg,755.500,617.500,1190.664
32,Batch32:framenr_280_framevid_June12_02.jpeg,109.000,65.000,25.133
33,Batch32:framenr_280_framevid_June16_02.jpeg,935.000,585.000,1043.009
34,Batch32:framenr_281_framevid_June09_01.jpeg,755.500,624.500,1121.549
35,Batch32:framenr_281_framevid_June12_02.jpeg,94.000,79.000,50.265
36,Batch32:framenr_281_framevid_June16_02.jpeg,921.500,581.500,1008.451
37,Batch32:framenr_282_framevid_June09_01.jpeg,755.500,607.500,1190.664
38,Batch32:framenr_282_framevid_June12_02.jpeg,88.000,85.000,56.549
39,Batch32:framenr_282_framevid_June16_02.jpeg,920.000,571.000,1030.442
40,Batch32:framenr_283_framevid_June09_01.jpeg,743.000,607.000,1206.372
41,Batch32:framenr_283_framevid_June12_02.jpeg,63.000,61.000,43.982
42,Batch32:framenr_283_framevid_June16_02.jpeg,922.500,559.500,1065.000
43,Batch32:framenr_284_framevid_June09_01.jpeg,746.000,604.000,1269.203
44,Batch32:framenr_284_framevid_June12_02.jpeg,119.500,64.500,28.274
45,Batch32:framenr_284_framevid_June16_02.jpeg,925.000,560.000,1043.009
46,Batch32:framenr_285_framevid_June09_01.jpeg,781.500,615.500,1203.230
47,Batch32:framenr_285_framevid_June12_02.jpeg,72.000,93.000,43.982
48,Batch32:framenr_285_framevid_June16_02.jpeg,939.000,552.000,1080.708
49,Batch32:framenr_286_framevid_June09_01.jpeg,800.000,597.000,1256.637
50,Batch32:framenr_286_framevid_June12_02.jpeg,117.500,69.500,40.841
