 ,Label,X,Y,Perim.
1,Batch4:framenr_4_framevid_June09_02.jpeg,41.000,47.000,31.416
2,Batch4:framenr_4_framevid_June12_03.jpeg,41.000,47.000,31.416
3,Batch4:framenr_5_framevid_June09_02.jpeg,41.000,47.000,31.416
4,Batch4:framenr_5_framevid_June12_03.jpeg,41.000,47.000,31.416
5,Batch4:framenr_6_framevid_June12_03.jpeg,41.000,47.000,31.416
6,Batch4:framenr_7_framevid_June12_01.jpeg,1091.500,568.500,914.203
7,Batch4:framenr_7_framevid_June12_03.jpeg,62.500,42.500,28.274
8,Batch4:framenr_8_framevid_June12_03.jpeg,62.500,42.500,28.274
9,Batch4:framenr_8_framevid_June16_02.jpeg,1080.500,536.500,1171.814
10,Batch4:framenr_9_framevid_June09_03.jpeg,417.500,406.500,1021.018
11,Batch4:framenr_9_framevid_June12_03.jpeg,76.000,55.000,43.982
12,Batch4:framenr_10_framevid_June09_03.jpeg,449.500,346.500,1146.681
13,Batch4:framenr_10_framevid_June12_03.jpeg,60.500,46.500,53.407
14,Batch4:framenr_11_framevid_June09_03.jpeg,478.500,314.500,1165.531
15,Batch4:framenr_11_framevid_June12_03.jpeg,57.500,42.500,47.124
16,Batch4:framenr_12_framevid_June12_03.jpeg,57.500,42.500,47.124
17,Batch4:framenr_13_framevid_June09_03.jpeg,573.000,342.000,1118.407
18,Batch4:framenr_14_framevid_June09_03.jpeg,610.500,417.500,1178.097
19,Batch4:framenr_14_framevid_June12_03.jpeg,73.000,52.000,43.982
20,Batch4:framenr_14_framevid_June16_20.jpeg,939.000,587.000,1017.876
21,Batch4:framenr_15_framevid_June09_01.jpeg,1153.500,420.500,1278.628
22,Batch4:framenr_15_framevid_June09_02.jpeg,663.000,605.000,1539.380
23,Batch4:framenr_15_framevid_June09_03.jpeg,623.000,463.000,1206.372
24,Batch4:framenr_15_framevid_June12_01.jpeg,1102.000,548.000,992.743
25,Batch4:framenr_15_framevid_June12_02.jpeg,84.000,46.000,31.416
26,Batch4:framenr_15_framevid_June12_03.jpeg,84.000,46.000,31.416
27,Batch4:framenr_15_framevid_June16_02.jpeg,1104.500,512.500,1253.495
28,Batch4:framenr_15_framevid_June16_07.jpeg,1159.500,462.500,1152.965
29,Batch4:framenr_15_framevid_June16_20.jpeg,956.000,578.000,1112.124
30,Batch4:framenr_16_framevid_June09_01.jpeg,1159.500,410.500,1215.796
31,Batch4:framenr_16_framevid_June09_02.jpeg,662.000,610.000,1564.513
32,Batch4:framenr_16_framevid_June09_03.jpeg,658.000,504.000,1187.522
33,Batch4:framenr_16_framevid_June12_01.jpeg,1084.500,551.500,882.788
34,Batch4:framenr_16_framevid_June12_02.jpeg,56.500,39.500,28.274
35,Batch4:framenr_16_framevid_June12_03.jpeg,56.500,39.500,28.274
36,Batch4:framenr_16_framevid_June16_02.jpeg,1102.000,511.000,1244.071
37,Batch4:framenr_16_framevid_June16_07.jpeg,71.500,54.500,21.991
38,Batch4:framenr_16_framevid_June16_20.jpeg,955.000,591.000,1030.442
39,Batch4:framenr_17_framevid_June09_01.jpeg,1145.000,420.000,1200.088
40,Batch4:framenr_17_framevid_June09_02.jpeg,661.500,613.500,1605.354
41,Batch4:framenr_17_framevid_June09_03.jpeg,682.500,540.500,1171.814
42,Batch4:framenr_17_framevid_June12_01.jpeg,1096.000,544.000,948.761
43,Batch4:framenr_17_framevid_June12_02.jpeg,75.500,51.500,34.558
44,Batch4:framenr_17_framevid_June12_03.jpeg,75.500,51.500,34.558
45,Batch4:framenr_17_framevid_June16_02.jpeg,1101.000,517.000,1218.938
46,Batch4:framenr_17_framevid_June16_07.jpeg,1138.000,461.000,1231.504
47,Batch4:framenr_17_framevid_June16_20.jpeg,954.000,579.000,1055.575
48,Batch4:framenr_18_framevid_June09_01.jpeg,1114.000,413.000,1376.018
49,Batch4:framenr_18_framevid_June09_02.jpeg,646.500,633.500,1479.690
50,Batch4:framenr_18_framevid_June09_03.jpeg,735.500,552.500,1253.495
