 ,Label,X,Y,Perim.
1,Batch5:framenr_18_framevid_June12_01.jpeg,1070.000,558.000,785.398
2,Batch5:framenr_18_framevid_June12_02.jpeg,90.000,40.000,25.133
3,Batch5:framenr_18_framevid_June12_03.jpeg,90.000,40.000,25.133
4,Batch5:framenr_18_framevid_June16_02.jpeg,1108.000,519.000,1256.637
5,Batch5:framenr_18_framevid_June16_07.jpeg,1121.000,462.000,1181.239
6,Batch5:framenr_18_framevid_June16_20.jpeg,964.500,576.500,1027.301
7,Batch5:framenr_19_framevid_June09_01.jpeg,1103.500,403.500,1410.575
8,Batch5:framenr_19_framevid_June09_02.jpeg,661.500,624.500,1599.071
9,Batch5:framenr_19_framevid_June09_03.jpeg,801.000,581.000,1350.885
10,Batch5:framenr_19_framevid_June12_01.jpeg,1097.000,560.000,948.761
11,Batch5:framenr_19_framevid_June12_02.jpeg,94.500,59.500,47.124
12,Batch5:framenr_19_framevid_June12_03.jpeg,94.500,59.500,47.124
13,Batch5:framenr_19_framevid_June16_02.jpeg,1095.000,523.000,1193.805
14,Batch5:framenr_19_framevid_June16_07.jpeg,1128.000,462.000,1256.637
15,Batch5:framenr_19_framevid_June16_20.jpeg,977.000,562.000,1093.274
16,Batch5:framenr_20_framevid_June09_01.jpeg,1112.000,424.000,1288.053
17,Batch5:framenr_20_framevid_June09_02.jpeg,652.000,623.000,1558.230
18,Batch5:framenr_20_framevid_June09_03.jpeg,821.500,607.500,1266.062
19,Batch5:framenr_20_framevid_June12_01.jpeg,1078.500,561.500,863.938
20,Batch5:framenr_20_framevid_June12_02.jpeg,81.500,43.500,40.841
21,Batch5:framenr_20_framevid_June12_03.jpeg,81.500,43.500,40.841
22,Batch5:framenr_20_framevid_June16_02.jpeg,1077.000,537.000,1137.257
23,Batch5:framenr_20_framevid_June16_07.jpeg,1118.000,458.000,1262.920
24,Batch5:framenr_20_framevid_June16_20.jpeg,974.500,558.500,1127.832
25,Batch5:framenr_21_framevid_June09_01.jpeg,1104.000,417.000,1313.186
26,Batch5:framenr_21_framevid_June09_02.jpeg,642.500,618.500,1523.672
27,Batch5:framenr_21_framevid_June09_03.jpeg,857.000,628.000,1363.451
28,Batch5:framenr_21_framevid_June12_01.jpeg,1085.000,574.000,898.495
29,Batch5:framenr_21_framevid_June12_02.jpeg,67.500,59.500,53.407
30,Batch5:framenr_21_framevid_June12_03.jpeg,67.500,59.500,53.407
31,Batch5:framenr_21_framevid_June16_02.jpeg,1048.000,557.000,1086.991
32,Batch5:framenr_21_framevid_June16_07.jpeg,1118.500,473.500,1297.478
33,Batch5:framenr_21_framevid_June16_20.jpeg,979.500,561.500,1090.133
34,Batch5:framenr_22_framevid_June09_01.jpeg,1111.000,426.000,1225.221
35,Batch5:framenr_22_framevid_June09_02.jpeg,648.000,613.000,1558.230
36,Batch5:framenr_22_framevid_June09_03.jpeg,898.000,642.000,1319.469
37,Batch5:framenr_22_framevid_June12_01.jpeg,1099.000,576.000,955.044
38,Batch5:framenr_22_framevid_June12_02.jpeg,99.000,41.000,50.265
39,Batch5:framenr_22_framevid_June12_03.jpeg,99.000,41.000,50.265
40,Batch5:framenr_22_framevid_June16_02.jpeg,1041.500,586.500,1134.115
41,Batch5:framenr_22_framevid_June16_07.jpeg,1109.500,474.500,1322.611
42,Batch5:framenr_22_framevid_June16_20.jpeg,973.000,574.000,992.743
43,Batch5:framenr_23_framevid_June09_01.jpeg,1114.000,425.000,1206.372
44,Batch5:framenr_23_framevid_June09_02.jpeg,652.500,599.500,1592.787
45,Batch5:framenr_23_framevid_June09_03.jpeg,913.500,657.500,1328.894
46,Batch5:framenr_23_framevid_June12_01.jpeg,1088.000,579.000,898.495
47,Batch5:framenr_23_framevid_June12_02.jpeg,112.000,44.000,37.699
48,Batch5:framenr_23_framevid_June12_03.jpeg,112.000,44.000,37.699
49,Batch5:framenr_23_framevid_June16_02.jpeg,1019.500,627.500,1058.717
50,Batch5:framenr_23_framevid_June16_07.jpeg,1105.000,483.000,1338.318
