 ,Label,X,Y,Perim.
1,Batch18:framenr_101_framevid_June09_01.jpeg,1069.500,539.500,1134.115
2,Batch18:framenr_101_framevid_June09_02.jpeg,864.000,774.000,1080.708
3,Batch18:framenr_101_framevid_June12_02.jpeg,1214.000,605.000,1338.318
4,Batch18:framenr_101_framevid_June12_03.jpeg,847.000,767.000,1049.292
5,Batch18:framenr_101_framevid_June16_02.jpeg,1023.000,579.000,898.495
6,Batch18:framenr_101_framevid_June16_07.jpeg,1069.000,491.000,1156.106
7,Batch18:framenr_101_framevid_June16_20.jpeg,883.000,534.000,1300.619
8,Batch18:framenr_102_framevid_June09_01.jpeg,1086.500,544.500,1146.681
9,Batch18:framenr_102_framevid_June09_02.jpeg,871.500,774.500,1027.301
10,Batch18:framenr_102_framevid_June12_02.jpeg,1192.000,613.000,1275.487
11,Batch18:framenr_102_framevid_June12_03.jpeg,841.000,761.000,1074.425
12,Batch18:framenr_102_framevid_June16_02.jpeg,1021.500,570.500,977.035
13,Batch18:framenr_102_framevid_June16_07.jpeg,1038.000,469.000,1193.805
14,Batch18:framenr_102_framevid_June16_20.jpeg,878.000,521.000,1482.832
15,Batch18:framenr_103_framevid_June09_01.jpeg,1099.000,552.000,1181.239
16,Batch18:framenr_103_framevid_June09_02.jpeg,130.000,80.000,18.850
17,Batch18:framenr_103_framevid_June12_02.jpeg,1189.000,613.000,1344.602
18,Batch18:framenr_103_framevid_June12_03.jpeg,831.500,760.500,1002.168
19,Batch18:framenr_103_framevid_June16_02.jpeg,1023.500,576.500,1014.734
20,Batch18:framenr_103_framevid_June16_07.jpeg,1042.000,480.000,1187.522
21,Batch18:framenr_103_framevid_June16_20.jpeg,879.000,528.000,1482.832
22,Batch18:framenr_104_framevid_June09_01.jpeg,1113.500,565.500,1165.531
23,Batch18:framenr_104_framevid_June09_02.jpeg,111.500,66.500,40.841
24,Batch18:framenr_104_framevid_June12_02.jpeg,1169.000,610.000,1269.203
25,Batch18:framenr_104_framevid_June12_03.jpeg,829.500,744.500,1071.283
26,Batch18:framenr_104_framevid_June16_02.jpeg,1021.500,599.500,995.885
27,Batch18:framenr_104_framevid_June16_07.jpeg,1071.500,504.500,1203.230
28,Batch18:framenr_104_framevid_June16_20.jpeg,880.000,518.000,1602.212
29,Batch18:framenr_105_framevid_June09_01.jpeg,1118.500,560.500,1222.080
30,Batch18:framenr_105_framevid_June09_02.jpeg,111.000,75.000,43.982
31,Batch18:framenr_105_framevid_June12_02.jpeg,1161.500,614.500,1284.911
32,Batch18:framenr_105_framevid_June12_03.jpeg,106.500,83.500,53.407
33,Batch18:framenr_105_framevid_June16_02.jpeg,1018.000,609.000,999.026
34,Batch18:framenr_105_framevid_June16_07.jpeg,1053.500,494.500,1134.115
35,Batch18:framenr_105_framevid_June16_20.jpeg,871.500,536.500,1536.239
36,Batch18:framenr_106_framevid_June09_01.jpeg,1127.000,560.000,1237.788
37,Batch18:framenr_106_framevid_June09_02.jpeg,133.500,70.500,65.973
38,Batch18:framenr_106_framevid_June12_02.jpeg,1153.500,608.500,1278.628
39,Batch18:framenr_106_framevid_June12_03.jpeg,124.000,96.000,50.265
40,Batch18:framenr_106_framevid_June16_02.jpeg,1004.000,600.000,961.327
41,Batch18:framenr_106_framevid_June16_07.jpeg,1045.000,488.000,1218.938
42,Batch18:framenr_106_framevid_June16_20.jpeg,874.500,529.500,1592.787
43,Batch18:framenr_107_framevid_June09_01.jpeg,1140.000,578.000,1174.956
44,Batch18:framenr_107_framevid_June09_02.jpeg,94.000,62.000,6.283
45,Batch18:framenr_107_framevid_June12_02.jpeg,1148.000,604.000,1262.920
46,Batch18:framenr_107_framevid_June12_03.jpeg,132.000,84.000,69.115
47,Batch18:framenr_107_framevid_June16_02.jpeg,1004.000,590.000,1024.159
48,Batch18:framenr_107_framevid_June16_07.jpeg,1057.000,508.000,1206.372
49,Batch18:framenr_107_framevid_June16_20.jpeg,875.000,523.000,1652.478
50,Batch18:framenr_108_framevid_June09_01.jpeg,1142.000,579.000,1200.088
