 ,Label,X,Y,Perim.
1,Batch34:framenr_304_framevid_June12_02.jpeg,1028.000,571.000,1401.150
2,Batch34:framenr_304_framevid_June16_02.jpeg,957.000,518.000,1174.956
3,Batch34:framenr_305_framevid_June12_02.jpeg,1022.000,564.000,1369.734
4,Batch34:framenr_305_framevid_June16_02.jpeg,953.500,525.500,1178.097
5,Batch34:framenr_306_framevid_June12_02.jpeg,83.500,79.500,59.690
6,Batch34:framenr_306_framevid_June16_02.jpeg,947.500,530.500,1152.965
7,Batch34:framenr_307_framevid_June12_02.jpeg,137.000,71.000,37.699
8,Batch34:framenr_307_framevid_June16_02.jpeg,961.000,526.000,1244.071
9,Batch34:framenr_308_framevid_June12_02.jpeg,85.500,66.500,84.823
10,Batch34:framenr_308_framevid_June16_02.jpeg,954.000,537.000,1206.372
11,Batch34:framenr_309_framevid_June12_02.jpeg,82.000,51.000,18.850
12,Batch34:framenr_309_framevid_June16_02.jpeg,954.500,539.500,1209.513
13,Batch34:framenr_310_framevid_June12_02.jpeg,89.000,73.000,31.416
14,Batch34:framenr_310_framevid_June16_02.jpeg,958.000,543.000,1212.655
15,Batch34:framenr_311_framevid_June12_02.jpeg,78.000,78.000,87.965
16,Batch34:framenr_311_framevid_June16_02.jpeg,957.500,550.500,1171.814
17,Batch34:framenr_312_framevid_June12_02.jpeg,104.000,89.000,12.566
18,Batch34:framenr_312_framevid_June16_02.jpeg,956.000,563.000,1118.407
19,Batch34:framenr_313_framevid_June12_02.jpeg,86.500,82.500,40.841
20,Batch34:framenr_313_framevid_June16_02.jpeg,955.500,561.500,1065.000
21,Batch34:framenr_314_framevid_June12_02.jpeg,102.500,55.500,15.708
22,Batch34:framenr_314_framevid_June16_02.jpeg,957.000,550.000,1068.142
23,Batch34:framenr_315_framevid_June12_02.jpeg,68.000,52.000,31.416
24,Batch34:framenr_315_framevid_June16_02.jpeg,959.500,535.500,1052.434
25,Batch34:framenr_316_framevid_June16_02.jpeg,961.000,516.000,1030.442
26,Batch34:framenr_317_framevid_June16_02.jpeg,995.000,485.000,1137.257
27,Batch34:framenr_318_framevid_June16_02.jpeg,1002.000,456.000,1086.991
28,Batch34:framenr_319_framevid_June16_02.jpeg,1011.000,431.000,1036.726
29,Batch34:framenr_320_framevid_June16_02.jpeg,1040.000,404.000,1130.973
30,Batch34:framenr_321_framevid_June16_02.jpeg,1042.000,374.000,1093.274
31,Batch34:framenr_322_framevid_June16_02.jpeg,1059.500,333.500,1140.398
32,Batch34:framenr_323_framevid_June16_02.jpeg,1066.000,295.000,1124.690
