 ,Label,X,Y,Perim.
1,Batch23:framenr_139_framevid_June12_02.jpeg,1012.500,480.500,1215.796
2,Batch23:framenr_139_framevid_June16_02.jpeg,999.500,616.500,882.788
3,Batch23:framenr_139_framevid_June16_07.jpeg,1093.500,532.500,1021.018
4,Batch23:framenr_139_framevid_June16_20.jpeg,855.000,517.000,1564.513
5,Batch23:framenr_140_framevid_June09_01.jpeg,125.500,59.500,47.124
6,Batch23:framenr_140_framevid_June12_02.jpeg,1017.000,502.000,1212.655
7,Batch23:framenr_140_framevid_June16_02.jpeg,999.000,613.000,879.646
8,Batch23:framenr_140_framevid_June16_07.jpeg,1102.500,538.500,1039.867
9,Batch23:framenr_140_framevid_June16_20.jpeg,841.500,524.500,1573.938
10,Batch23:framenr_141_framevid_June09_01.jpeg,99.000,67.000,25.133
11,Batch23:framenr_141_framevid_June12_02.jpeg,1008.500,492.500,1234.646
12,Batch23:framenr_141_framevid_June16_02.jpeg,1006.500,617.500,920.487
13,Batch23:framenr_141_framevid_June16_07.jpeg,1120.000,543.000,1055.575
14,Batch23:framenr_141_framevid_June16_20.jpeg,851.500,524.500,1636.770
15,Batch23:framenr_142_framevid_June09_01.jpeg,80.500,91.500,40.841
16,Batch23:framenr_142_framevid_June12_02.jpeg,1005.500,497.500,1222.080
17,Batch23:framenr_142_framevid_June16_02.jpeg,1006.500,626.500,895.354
18,Batch23:framenr_142_framevid_June16_07.jpeg,1121.000,534.000,1036.726
19,Batch23:framenr_142_framevid_June16_20.jpeg,874.000,523.000,1570.796
20,Batch23:framenr_143_framevid_June09_01.jpeg,105.500,83.500,28.274
21,Batch23:framenr_143_framevid_June12_02.jpeg,1011.000,498.000,1212.655
22,Batch23:framenr_143_framevid_June16_02.jpeg,1006.000,631.000,879.646
23,Batch23:framenr_143_framevid_June16_07.jpeg,1129.000,530.000,1043.009
24,Batch23:framenr_143_framevid_June16_20.jpeg,891.500,500.500,1561.372
25,Batch23:framenr_144_framevid_June09_01.jpeg,115.000,70.000,62.832
26,Batch23:framenr_144_framevid_June12_02.jpeg,1006.500,503.500,1209.513
27,Batch23:framenr_144_framevid_June16_02.jpeg,1013.500,630.500,907.920
28,Batch23:framenr_144_framevid_June16_07.jpeg,1119.500,523.500,1027.301
29,Batch23:framenr_144_framevid_June16_20.jpeg,882.000,480.000,1451.416
30,Batch23:framenr_145_framevid_June09_01.jpeg,83.000,65.000,37.699
31,Batch23:framenr_145_framevid_June12_02.jpeg,998.500,513.500,1115.265
32,Batch23:framenr_145_framevid_June16_02.jpeg,1009.500,628.500,889.071
33,Batch23:framenr_145_framevid_June16_07.jpeg,1085.000,496.000,1124.690
34,Batch23:framenr_145_framevid_June16_20.jpeg,900.000,424.000,1426.283
35,Batch23:framenr_146_framevid_June09_01.jpeg,107.000,80.000,62.832
36,Batch23:framenr_146_framevid_June12_02.jpeg,1001.000,504.000,1174.956
37,Batch23:framenr_146_framevid_June16_02.jpeg,1021.500,620.500,926.770
38,Batch23:framenr_146_framevid_June16_07.jpeg,1058.000,514.000,1187.522
39,Batch23:framenr_146_framevid_June16_20.jpeg,925.500,369.500,1548.805
40,Batch23:framenr_147_framevid_June09_01.jpeg,100.000,90.000,18.850
41,Batch23:framenr_147_framevid_June12_02.jpeg,1004.500,495.500,1171.814
42,Batch23:framenr_147_framevid_June16_02.jpeg,1011.000,608.000,923.628
43,Batch23:framenr_147_framevid_June16_07.jpeg,1068.000,546.000,1124.690
44,Batch23:framenr_147_framevid_June16_20.jpeg,930.000,329.000,1514.248
45,Batch23:framenr_148_framevid_June09_01.jpeg,122.500,77.500,34.558
46,Batch23:framenr_148_framevid_June12_02.jpeg,1008.500,501.500,1146.681
47,Batch23:framenr_148_framevid_June16_02.jpeg,1002.500,596.500,939.336
48,Batch23:framenr_148_framevid_June16_07.jpeg,1061.500,563.500,1127.832
49,Batch23:framenr_148_framevid_June16_20.jpeg,999.000,324.000,1539.380
50,Batch23:framenr_149_framevid_June09_01.jpeg,97.500,76.500,34.558
