 ,Label,X,Y,Perim.
1,Batch2:framenr_3_framevid_June16_07.jpeg,1231.500,503.500,901.637
2,Batch2:framenr_3_framevid_June16_20.jpeg,933.500,600.500,907.920
3,Batch2:framenr_4_framevid_June09_01.jpeg,1157.000,399.000,1256.637
4,Batch2:framenr_4_framevid_June09_02.jpeg,679.000,477.000,1043.009
5,Batch2:framenr_4_framevid_June09_03.jpeg,302.000,536.000,942.478
6,Batch2:framenr_4_framevid_June12_01.jpeg,1082.500,584.500,832.522
7,Batch2:framenr_4_framevid_June12_02.jpeg,53.000,33.000,31.416
8,Batch2:framenr_4_framevid_June12_03.jpeg,703.000,868.000,929.911
9,Batch2:framenr_4_framevid_June16_02.jpeg,1050.000,574.000,980.177
10,Batch2:framenr_4_framevid_June16_07.jpeg,1230.500,493.500,989.602
11,Batch2:framenr_4_framevid_June16_20.jpeg,938.000,585.000,1005.310
12,Batch2:framenr_5_framevid_June09_01.jpeg,1158.000,393.000,1294.336
13,Batch2:framenr_5_framevid_June09_02.jpeg,655.500,455.500,1058.717
14,Batch2:framenr_5_framevid_June09_03.jpeg,305.500,502.500,939.336
15,Batch2:framenr_5_framevid_June12_01.jpeg,1094.500,572.500,907.920
16,Batch2:framenr_5_framevid_June12_02.jpeg,59.500,35.500,34.558
17,Batch2:framenr_5_framevid_June12_03.jpeg,747.500,852.500,876.504
18,Batch2:framenr_5_framevid_June16_02.jpeg,1052.500,536.500,983.319
19,Batch2:framenr_5_framevid_June16_07.jpeg,1223.000,475.000,1030.442
20,Batch2:framenr_5_framevid_June16_20.jpeg,931.000,569.000,1068.142
21,Batch2:framenr_6_framevid_June09_01.jpeg,1183.500,417.500,1146.681
22,Batch2:framenr_6_framevid_June09_02.jpeg,670.000,447.000,1218.938
23,Batch2:framenr_6_framevid_June09_03.jpeg,309.000,491.000,929.911
24,Batch2:framenr_6_framevid_June12_01.jpeg,1091.000,573.000,892.212
25,Batch2:framenr_6_framevid_June12_02.jpeg,75.500,49.500,53.407
26,Batch2:framenr_6_framevid_June12_03.jpeg,786.500,809.500,958.186
27,Batch2:framenr_6_framevid_June16_02.jpeg,1061.000,543.000,1036.726
28,Batch2:framenr_6_framevid_June16_07.jpeg,1209.500,471.500,951.903
29,Batch2:framenr_6_framevid_June16_20.jpeg,948.500,582.500,1027.301
30,Batch2:framenr_7_framevid_June09_01.jpeg,1176.000,412.000,1225.221
31,Batch2:framenr_7_framevid_June09_02.jpeg,656.000,468.000,1130.973
32,Batch2:framenr_7_framevid_June09_03.jpeg,338.500,432.500,907.920
33,Batch2:framenr_7_framevid_June12_01.jpeg,1057.000,578.000,678.584
34,Batch2:framenr_7_framevid_June12_02.jpeg,88.500,58.500,28.274
35,Batch2:framenr_7_framevid_June12_03.jpeg,806.500,782.500,939.336
36,Batch2:framenr_7_framevid_June16_02.jpeg,1069.500,541.500,1083.849
37,Batch2:framenr_7_framevid_June16_07.jpeg,1195.000,469.000,929.911
38,Batch2:framenr_7_framevid_June16_20.jpeg,938.500,562.500,1077.566
39,Batch2:framenr_8_framevid_June09_01.jpeg,1180.500,400.500,1272.345
40,Batch2:framenr_8_framevid_June09_02.jpeg,685.000,465.000,1401.150
41,Batch2:framenr_8_framevid_June09_03.jpeg,380.000,431.000,785.398
42,Batch2:framenr_8_framevid_June12_01.jpeg,1073.500,579.500,801.106
43,Batch2:framenr_8_framevid_June12_02.jpeg,69.500,45.500,34.558
44,Batch2:framenr_8_framevid_June12_03.jpeg,825.500,753.500,895.354
45,Batch2:framenr_8_framevid_June16_02.jpeg,1055.000,532.000,980.177
46,Batch2:framenr_8_framevid_June16_07.jpeg,1188.500,476.500,964.469
47,Batch2:framenr_8_framevid_June16_20.jpeg,939.500,562.500,1065.000
48,Batch2:framenr_9_framevid_June09_01.jpeg,1190.000,418.000,1212.655
49,Batch2:framenr_9_framevid_June09_02.jpeg,652.000,479.000,1338.318
50,Batch2:framenr_9_framevid_June09_03.jpeg,413.500,427.500,763.407
