 ,Label,X,Y,Perim.
1,Batch16:framenr_86_framevid_June16_07.jpeg,1084.000,517.000,1174.956
2,Batch16:framenr_86_framevid_June16_20.jpeg,879.500,531.500,1517.389
3,Batch16:framenr_87_framevid_June09_01.jpeg,962.500,631.500,1052.434
4,Batch16:framenr_87_framevid_June09_02.jpeg,802.500,563.500,1259.779
5,Batch16:framenr_87_framevid_June12_02.jpeg,128.000,66.000,18.850
6,Batch16:framenr_87_framevid_June12_03.jpeg,112.500,70.500,28.274
7,Batch16:framenr_87_framevid_June16_02.jpeg,1037.000,598.000,1024.159
8,Batch16:framenr_87_framevid_June16_07.jpeg,1093.000,497.000,1306.903
9,Batch16:framenr_87_framevid_June16_20.jpeg,885.500,530.500,1573.938
10,Batch16:framenr_88_framevid_June09_01.jpeg,975.000,637.000,955.044
11,Batch16:framenr_88_framevid_June09_02.jpeg,776.500,534.500,1297.478
12,Batch16:framenr_88_framevid_June12_02.jpeg,101.500,45.500,28.274
13,Batch16:framenr_88_framevid_June12_03.jpeg,101.500,45.500,28.274
14,Batch16:framenr_88_framevid_June16_02.jpeg,1045.000,620.000,999.026
15,Batch16:framenr_88_framevid_June16_07.jpeg,1068.000,514.000,1156.106
16,Batch16:framenr_88_framevid_June16_20.jpeg,895.500,560.500,1485.973
17,Batch16:framenr_89_framevid_June09_01.jpeg,970.000,613.000,1043.009
18,Batch16:framenr_89_framevid_June09_02.jpeg,123.500,54.500,21.991
19,Batch16:framenr_89_framevid_June12_02.jpeg,104.000,72.000,31.416
20,Batch16:framenr_89_framevid_June12_03.jpeg,104.000,72.000,31.416
21,Batch16:framenr_89_framevid_June16_02.jpeg,1041.500,615.500,964.469
22,Batch16:framenr_89_framevid_June16_07.jpeg,1065.000,507.000,1193.805
23,Batch16:framenr_89_framevid_June16_20.jpeg,924.500,562.500,1485.973
24,Batch16:framenr_90_framevid_June09_01.jpeg,968.500,618.500,1027.301
25,Batch16:framenr_90_framevid_June09_02.jpeg,758.000,596.000,1168.672
26,Batch16:framenr_90_framevid_June12_02.jpeg,140.000,67.000,37.699
27,Batch16:framenr_90_framevid_June12_03.jpeg,140.000,67.000,37.699
28,Batch16:framenr_90_framevid_June16_02.jpeg,1048.500,620.500,964.469
29,Batch16:framenr_90_framevid_June16_07.jpeg,1057.500,521.500,1134.115
30,Batch16:framenr_90_framevid_June16_20.jpeg,930.500,577.500,1448.274
31,Batch16:framenr_91_framevid_June09_01.jpeg,973.500,606.500,1052.434
32,Batch16:framenr_91_framevid_June09_02.jpeg,777.000,607.000,1244.071
33,Batch16:framenr_91_framevid_June12_02.jpeg,1157.500,542.500,1347.743
34,Batch16:framenr_91_framevid_June12_03.jpeg,130.000,120.000,56.549
35,Batch16:framenr_91_framevid_June16_02.jpeg,1047.500,625.500,951.903
36,Batch16:framenr_91_framevid_June16_07.jpeg,1057.000,499.000,1206.372
37,Batch16:framenr_91_framevid_June16_20.jpeg,924.000,581.000,1413.717
38,Batch16:framenr_92_framevid_June09_01.jpeg,984.500,603.500,983.319
39,Batch16:framenr_92_framevid_June09_02.jpeg,149.000,96.000,12.566
40,Batch16:framenr_92_framevid_June12_02.jpeg,1147.000,576.000,1350.885
41,Batch16:framenr_92_framevid_June12_03.jpeg,154.500,136.500,34.558
42,Batch16:framenr_92_framevid_June16_02.jpeg,1049.500,625.500,933.053
43,Batch16:framenr_92_framevid_June16_07.jpeg,1060.000,488.000,1281.770
44,Batch16:framenr_92_framevid_June16_20.jpeg,924.000,571.000,1369.734
45,Batch16:framenr_93_framevid_June09_01.jpeg,970.500,604.500,1039.867
46,Batch16:framenr_93_framevid_June09_02.jpeg,130.500,72.500,34.558
47,Batch16:framenr_93_framevid_June12_02.jpeg,1139.000,589.000,1319.469
48,Batch16:framenr_93_framevid_June12_03.jpeg,201.500,157.500,15.708
49,Batch16:framenr_93_framevid_June16_02.jpeg,1041.000,625.000,911.062
50,Batch16:framenr_93_framevid_June16_07.jpeg,1054.500,496.500,1259.779
