 ,Label,X,Y,Perim.
1,Batch17:framenr_93_framevid_June16_20.jpeg,908.000,579.000,1244.071
2,Batch17:framenr_94_framevid_June09_01.jpeg,981.500,615.500,939.336
3,Batch17:framenr_94_framevid_June09_02.jpeg,124.500,86.500,16.343
4,Batch17:framenr_94_framevid_June12_02.jpeg,1157.500,576.500,1303.761
5,Batch17:framenr_94_framevid_June12_03.jpeg,900.000,789.000,986.460
6,Batch17:framenr_94_framevid_June16_02.jpeg,1043.000,629.000,923.628
7,Batch17:framenr_94_framevid_June16_07.jpeg,1042.500,517.500,1102.699
8,Batch17:framenr_94_framevid_June16_20.jpeg,912.000,566.000,1269.203
9,Batch17:framenr_95_framevid_June09_01.jpeg,992.000,594.000,980.177
10,Batch17:framenr_95_framevid_June09_02.jpeg,135.000,86.000,9.688
11,Batch17:framenr_95_framevid_June12_02.jpeg,1162.000,583.000,1256.637
12,Batch17:framenr_95_framevid_June12_03.jpeg,900.000,806.000,942.478
13,Batch17:framenr_95_framevid_June16_02.jpeg,1030.500,635.500,857.655
14,Batch17:framenr_95_framevid_June16_07.jpeg,1034.000,499.000,1099.557
15,Batch17:framenr_95_framevid_June16_20.jpeg,915.500,563.500,1291.195
16,Batch17:framenr_96_framevid_June09_01.jpeg,995.500,588.500,1008.451
17,Batch17:framenr_96_framevid_June09_02.jpeg,180.000,141.000,12.566
18,Batch17:framenr_96_framevid_June12_02.jpeg,1179.500,573.500,1297.478
19,Batch17:framenr_96_framevid_June12_03.jpeg,895.000,803.000,961.327
20,Batch17:framenr_96_framevid_June16_02.jpeg,1032.000,630.000,892.212
21,Batch17:framenr_96_framevid_June16_07.jpeg,1026.500,488.500,1184.380
22,Batch17:framenr_96_framevid_June16_20.jpeg,914.000,568.000,1244.071
23,Batch17:framenr_97_framevid_June09_01.jpeg,1002.500,595.500,989.602
24,Batch17:framenr_97_framevid_June09_02.jpeg,851.500,744.500,1152.965
25,Batch17:framenr_97_framevid_June12_02.jpeg,1202.500,576.500,1322.611
26,Batch17:framenr_97_framevid_June12_03.jpeg,892.500,794.500,1033.584
27,Batch17:framenr_97_framevid_June16_02.jpeg,1044.500,621.500,951.903
28,Batch17:framenr_97_framevid_June16_07.jpeg,1033.500,513.500,1039.867
29,Batch17:framenr_97_framevid_June16_20.jpeg,911.000,550.000,1262.920
30,Batch17:framenr_98_framevid_June09_01.jpeg,76.500,58.500,15.708
31,Batch17:framenr_98_framevid_June09_02.jpeg,856.000,757.000,1162.389
32,Batch17:framenr_98_framevid_June12_02.jpeg,1199.000,589.000,1294.336
33,Batch17:framenr_98_framevid_June12_03.jpeg,881.500,794.500,1014.734
34,Batch17:framenr_98_framevid_June16_02.jpeg,1026.500,617.500,845.088
35,Batch17:framenr_98_framevid_June16_07.jpeg,1047.500,485.500,1171.814
36,Batch17:framenr_98_framevid_June16_20.jpeg,901.500,527.500,1259.779
37,Batch17:framenr_99_framevid_June09_01.jpeg,1061.000,549.000,1049.292
38,Batch17:framenr_99_framevid_June09_02.jpeg,864.000,757.000,1168.672
39,Batch17:framenr_99_framevid_June12_02.jpeg,1209.000,593.000,1306.903
40,Batch17:framenr_99_framevid_June12_03.jpeg,873.500,790.500,1046.150
41,Batch17:framenr_99_framevid_June16_02.jpeg,1037.500,614.500,882.788
42,Batch17:framenr_99_framevid_June16_07.jpeg,1033.000,472.000,1212.655
43,Batch17:framenr_99_framevid_June16_20.jpeg,900.000,526.000,1325.752
44,Batch17:framenr_100_framevid_June09_01.jpeg,1054.500,526.500,1196.947
45,Batch17:framenr_100_framevid_June09_02.jpeg,868.000,764.000,1143.540
46,Batch17:framenr_100_framevid_June12_02.jpeg,1207.000,607.000,1306.903
47,Batch17:framenr_100_framevid_June12_03.jpeg,130.500,75.500,28.274
48,Batch17:framenr_100_framevid_June16_02.jpeg,1030.000,603.000,873.363
49,Batch17:framenr_100_framevid_June16_07.jpeg,1046.000,513.000,1068.142
50,Batch17:framenr_100_framevid_June16_20.jpeg,896.000,505.000,1420.000
