 ,Label,X,Y,Perim.
1,Batch11:framenr_52_framevid_June09_03.jpeg,441.000,412.000,1294.336
2,Batch11:framenr_52_framevid_June12_02.jpeg,84.500,62.500,34.558
3,Batch11:framenr_52_framevid_June12_03.jpeg,84.500,62.500,34.558
4,Batch11:framenr_52_framevid_June16_02.jpeg,1045.500,830.500,914.203
5,Batch11:framenr_52_framevid_June16_07.jpeg,1056.000,561.000,1237.788
6,Batch11:framenr_52_framevid_June16_20.jpeg,913.500,530.500,1052.434
7,Batch11:framenr_53_framevid_June09_01.jpeg,1002.000,549.000,1143.540
8,Batch11:framenr_53_framevid_June09_02.jpeg,776.000,603.000,1463.982
9,Batch11:framenr_53_framevid_June09_03.jpeg,408.000,401.000,1332.035
10,Batch11:framenr_53_framevid_June12_02.jpeg,107.500,72.500,65.973
11,Batch11:framenr_53_framevid_June12_03.jpeg,107.500,72.500,65.973
12,Batch11:framenr_53_framevid_June16_02.jpeg,1040.500,839.500,914.203
13,Batch11:framenr_53_framevid_June16_07.jpeg,1059.500,548.500,1240.929
14,Batch11:framenr_53_framevid_June16_20.jpeg,908.000,508.000,1137.257
15,Batch11:framenr_54_framevid_June09_01.jpeg,998.500,537.500,1159.248
16,Batch11:framenr_54_framevid_June09_02.jpeg,783.500,603.500,1473.407
17,Batch11:framenr_54_framevid_June09_03.jpeg,383.500,385.500,1416.858
18,Batch11:framenr_54_framevid_June12_02.jpeg,79.000,49.000,31.416
19,Batch11:framenr_54_framevid_June12_03.jpeg,79.000,49.000,31.416
20,Batch11:framenr_54_framevid_June16_02.jpeg,1043.000,841.000,948.761
21,Batch11:framenr_54_framevid_June16_07.jpeg,1070.500,536.500,1316.327
22,Batch11:framenr_54_framevid_June16_20.jpeg,899.000,496.000,1130.973
23,Batch11:framenr_55_framevid_June09_01.jpeg,988.500,528.500,1184.380
24,Batch11:framenr_55_framevid_June09_02.jpeg,782.000,613.000,1388.584
25,Batch11:framenr_55_framevid_June09_03.jpeg,405.000,425.000,1558.230
26,Batch11:framenr_55_framevid_June12_02.jpeg,91.500,46.500,65.973
27,Batch11:framenr_55_framevid_June12_03.jpeg,91.500,46.500,65.973
28,Batch11:framenr_55_framevid_June16_02.jpeg,1037.500,845.500,926.770
29,Batch11:framenr_55_framevid_June16_07.jpeg,1056.500,548.500,1228.363
30,Batch11:framenr_55_framevid_June16_20.jpeg,885.500,493.500,1184.380
31,Batch11:framenr_56_framevid_June09_01.jpeg,994.000,536.000,1143.540
32,Batch11:framenr_56_framevid_June09_02.jpeg,797.000,606.000,1413.717
33,Batch11:framenr_56_framevid_June09_03.jpeg,385.500,476.500,1391.726
34,Batch11:framenr_56_framevid_June12_02.jpeg,111.500,71.500,53.407
35,Batch11:framenr_56_framevid_June12_03.jpeg,111.500,71.500,53.407
36,Batch11:framenr_56_framevid_June16_02.jpeg,1055.000,831.000,1049.292
37,Batch11:framenr_56_framevid_June16_07.jpeg,1053.500,552.500,1203.230
38,Batch11:framenr_56_framevid_June16_20.jpeg,866.000,519.000,1112.124
39,Batch11:framenr_57_framevid_June09_01.jpeg,986.500,535.500,1165.531
40,Batch11:framenr_57_framevid_June09_02.jpeg,799.000,614.000,1394.867
41,Batch11:framenr_57_framevid_June09_03.jpeg,382.000,542.000,1300.619
42,Batch11:framenr_57_framevid_June12_02.jpeg,89.000,43.000,43.982
43,Batch11:framenr_57_framevid_June12_03.jpeg,89.000,43.000,43.982
44,Batch11:framenr_57_framevid_June16_02.jpeg,1053.000,825.000,1024.159
45,Batch11:framenr_57_framevid_June16_07.jpeg,1058.500,538.500,1272.345
46,Batch11:framenr_57_framevid_June16_20.jpeg,872.500,506.500,1278.628
47,Batch11:framenr_58_framevid_June09_01.jpeg,978.500,524.500,1196.947
48,Batch11:framenr_58_framevid_June09_02.jpeg,809.500,605.500,1448.274
49,Batch11:framenr_58_framevid_June09_03.jpeg,336.000,617.000,1325.752
50,Batch11:framenr_58_framevid_June12_02.jpeg,100.500,56.500,40.841
