 ,Label,X,Y,Perim.
1,Batch6:framenr_23_framevid_June16_20.jpeg,975.500,562.500,1033.584
2,Batch6:framenr_24_framevid_June09_01.jpeg,1078.500,420.500,1379.159
3,Batch6:framenr_24_framevid_June09_02.jpeg,650.500,594.500,1573.938
4,Batch6:framenr_24_framevid_June09_03.jpeg,931.000,662.000,1250.354
5,Batch6:framenr_24_framevid_June12_01.jpeg,1108.500,582.500,1002.168
6,Batch6:framenr_24_framevid_June12_02.jpeg,86.000,45.500,16.363
7,Batch6:framenr_24_framevid_June12_03.jpeg,86.000,45.500,16.363
8,Batch6:framenr_24_framevid_June16_02.jpeg,1017.000,641.000,1112.124
9,Batch6:framenr_24_framevid_June16_07.jpeg,1092.000,496.000,1306.903
10,Batch6:framenr_24_framevid_June16_20.jpeg,975.000,540.000,1124.690
11,Batch6:framenr_25_framevid_June09_01.jpeg,1091.500,431.500,1266.062
12,Batch6:framenr_25_framevid_June09_02.jpeg,645.000,587.000,1501.681
13,Batch6:framenr_25_framevid_June09_03.jpeg,948.500,665.500,1278.628
14,Batch6:framenr_25_framevid_June12_01.jpeg,1101.500,592.500,939.336
15,Batch6:framenr_25_framevid_June12_02.jpeg,70.500,57.500,15.708
16,Batch6:framenr_25_framevid_June12_03.jpeg,70.500,57.500,15.708
17,Batch6:framenr_25_framevid_June16_02.jpeg,995.000,652.000,1086.991
18,Batch6:framenr_25_framevid_June16_07.jpeg,1088.000,506.000,1319.469
19,Batch6:framenr_25_framevid_June16_20.jpeg,982.000,543.000,1124.690
20,Batch6:framenr_26_framevid_June09_01.jpeg,1096.500,434.500,1234.646
21,Batch6:framenr_26_framevid_June09_02.jpeg,671.500,573.500,1636.770
22,Batch6:framenr_26_framevid_June09_03.jpeg,966.000,671.000,1262.920
23,Batch6:framenr_26_framevid_June12_01.jpeg,1100.000,590.000,923.628
24,Batch6:framenr_26_framevid_June12_02.jpeg,49.500,46.500,59.690
25,Batch6:framenr_26_framevid_June12_03.jpeg,49.500,46.500,59.690
26,Batch6:framenr_26_framevid_June16_02.jpeg,979.000,651.000,1055.575
27,Batch6:framenr_26_framevid_June16_07.jpeg,1084.000,509.000,1313.186
28,Batch6:framenr_26_framevid_June16_20.jpeg,979.000,542.000,1074.425
29,Batch6:framenr_27_framevid_June09_01.jpeg,1100.500,443.500,1178.097
30,Batch6:framenr_27_framevid_June09_02.jpeg,663.000,575.000,1583.363
31,Batch6:framenr_27_framevid_June09_03.jpeg,987.500,678.500,1234.646
32,Batch6:framenr_27_framevid_June12_01.jpeg,1097.500,595.500,882.788
33,Batch6:framenr_27_framevid_June12_02.jpeg,125.000,67.000,12.566
34,Batch6:framenr_27_framevid_June12_03.jpeg,125.000,67.000,12.566
35,Batch6:framenr_27_framevid_June16_02.jpeg,989.000,655.000,1061.858
36,Batch6:framenr_27_framevid_June16_07.jpeg,1078.000,521.000,1306.903
37,Batch6:framenr_27_framevid_June16_20.jpeg,980.500,547.500,1052.434
38,Batch6:framenr_28_framevid_June09_01.jpeg,1076.000,435.000,1275.487
39,Batch6:framenr_28_framevid_June09_02.jpeg,658.500,579.500,1529.956
40,Batch6:framenr_28_framevid_June09_03.jpeg,993.500,680.500,1234.646
41,Batch6:framenr_28_framevid_June12_01.jpeg,1102.500,596.500,914.203
42,Batch6:framenr_28_framevid_June12_02.jpeg,96.500,52.500,40.841
43,Batch6:framenr_28_framevid_June12_03.jpeg,96.500,52.500,40.841
44,Batch6:framenr_28_framevid_June16_02.jpeg,997.000,681.000,1049.292
45,Batch6:framenr_28_framevid_June16_07.jpeg,1083.500,526.500,1366.593
46,Batch6:framenr_28_framevid_June16_20.jpeg,983.500,536.500,1077.566
47,Batch6:framenr_29_framevid_June09_01.jpeg,1063.500,444.500,1322.611
48,Batch6:framenr_29_framevid_June09_02.jpeg,678.500,561.500,1624.203
49,Batch6:framenr_29_framevid_June09_03.jpeg,991.000,675.000,1218.938
50,Batch6:framenr_29_framevid_June12_01.jpeg,1118.500,586.500,983.319
