 ,Label,X,Y,Perim.
1,Batch25:framenr_159_framevid_June12_02.jpeg,75.000,53.000,50.265
2,Batch25:framenr_159_framevid_June16_02.jpeg,1043.500,638.500,951.903
3,Batch25:framenr_159_framevid_June16_07.jpeg,1019.500,617.500,989.602
4,Batch25:framenr_159_framevid_June16_20.jpeg,1243.000,310.000,1457.699
5,Batch25:framenr_160_framevid_June09_01.jpeg,1013.500,393.500,1423.141
6,Batch25:framenr_160_framevid_June12_02.jpeg,101.500,62.500,40.841
7,Batch25:framenr_160_framevid_June16_02.jpeg,1035.000,643.000,898.495
8,Batch25:framenr_160_framevid_June16_07.jpeg,1126.500,635.500,983.319
9,Batch25:framenr_160_framevid_June16_20.jpeg,1222.500,323.500,1291.195
10,Batch25:framenr_161_framevid_June09_01.jpeg,1016.500,406.500,1423.141
11,Batch25:framenr_161_framevid_June12_02.jpeg,71.000,47.000,37.699
12,Batch25:framenr_161_framevid_June16_02.jpeg,1031.500,635.500,926.770
13,Batch25:framenr_161_framevid_June16_07.jpeg,1234.500,652.500,1083.849
14,Batch25:framenr_161_framevid_June16_20.jpeg,1191.500,321.500,1423.141
15,Batch25:framenr_162_framevid_June09_01.jpeg,1014.000,414.000,1445.133
16,Batch25:framenr_162_framevid_June12_02.jpeg,116.000,63.000,56.549
17,Batch25:framenr_162_framevid_June16_02.jpeg,1030.500,634.500,933.053
18,Batch25:framenr_162_framevid_June16_07.jpeg,1315.500,721.500,1058.717
19,Batch25:framenr_162_framevid_June16_20.jpeg,1178.000,353.000,1420.000
20,Batch25:framenr_163_framevid_June09_01.jpeg,1016.000,422.000,1438.849
21,Batch25:framenr_163_framevid_June12_02.jpeg,99.500,58.500,34.558
22,Batch25:framenr_163_framevid_June16_02.jpeg,1037.000,631.000,936.195
23,Batch25:framenr_163_framevid_June16_07.jpeg,1418.500,794.500,945.619
24,Batch25:framenr_163_framevid_June16_20.jpeg,1181.500,342.500,1416.858
25,Batch25:framenr_164_framevid_June09_01.jpeg,1017.500,428.500,1429.425
26,Batch25:framenr_164_framevid_June12_02.jpeg,1068.500,492.500,1108.982
27,Batch25:framenr_164_framevid_June16_02.jpeg,1028.500,610.500,951.903
28,Batch25:framenr_164_framevid_June16_07.jpeg,147.000,82.000,75.398
29,Batch25:framenr_164_framevid_June16_20.jpeg,1149.500,392.500,1366.593
30,Batch25:framenr_165_framevid_June09_01.jpeg,1014.500,429.500,1410.575
31,Batch25:framenr_165_framevid_June12_02.jpeg,1071.500,506.500,1178.097
32,Batch25:framenr_165_framevid_June16_02.jpeg,1015.000,586.000,986.460
33,Batch25:framenr_165_framevid_June16_07.jpeg,1722.500,867.500,989.602
34,Batch25:framenr_165_framevid_June16_20.jpeg,1118.000,435.000,1438.849
35,Batch25:framenr_166_framevid_June09_01.jpeg,1003.500,436.500,1448.274
36,Batch25:framenr_166_framevid_June12_02.jpeg,1065.500,510.500,1146.681
37,Batch25:framenr_166_framevid_June16_02.jpeg,996.000,588.000,980.177
38,Batch25:framenr_166_framevid_June16_20.jpeg,1121.500,481.500,1297.478
39,Batch25:framenr_167_framevid_June09_01.jpeg,999.500,454.500,1416.858
40,Batch25:framenr_167_framevid_June12_02.jpeg,1071.000,509.000,1137.257
41,Batch25:framenr_167_framevid_June16_02.jpeg,993.000,595.000,1005.310
42,Batch25:framenr_167_framevid_June16_20.jpeg,1057.500,603.500,1398.009
43,Batch25:framenr_168_framevid_June09_01.jpeg,985.500,459.500,1423.141
44,Batch25:framenr_168_framevid_June12_02.jpeg,1078.500,514.500,1171.814
45,Batch25:framenr_168_framevid_June16_02.jpeg,990.500,624.500,951.903
46,Batch25:framenr_168_framevid_June16_20.jpeg,93.500,48.500,72.257
47,Batch25:framenr_169_framevid_June09_01.jpeg,968.500,463.500,1448.274
48,Batch25:framenr_169_framevid_June12_02.jpeg,1081.500,516.500,1190.664
49,Batch25:framenr_169_framevid_June16_02.jpeg,1000.000,647.000,967.611
50,Batch25:framenr_169_framevid_June16_20.jpeg,86.500,72.500,72.257
