 ,Label,X,Y,Perim.
1,Batch8:framenr_35_framevid_June09_01.jpeg,1036.500,530.500,1196.947
2,Batch8:framenr_35_framevid_June09_02.jpeg,681.000,548.000,1564.513
3,Batch8:framenr_35_framevid_June09_03.jpeg,1030.500,665.500,1159.248
4,Batch8:framenr_35_framevid_June12_01.jpeg,1144.000,609.000,923.628
5,Batch8:framenr_35_framevid_June12_02.jpeg,75.500,28.500,9.425
6,Batch8:framenr_35_framevid_June12_03.jpeg,75.500,28.500,9.425
7,Batch8:framenr_35_framevid_June16_02.jpeg,1032.500,746.500,989.602
8,Batch8:framenr_35_framevid_June16_07.jpeg,1083.500,552.500,1310.044
9,Batch8:framenr_35_framevid_June16_20.jpeg,981.500,550.500,1077.566
10,Batch8:framenr_36_framevid_June09_01.jpeg,1022.500,554.500,1159.248
11,Batch8:framenr_36_framevid_June09_02.jpeg,678.500,551.500,1529.956
12,Batch8:framenr_36_framevid_June09_03.jpeg,1045.000,662.000,1124.690
13,Batch8:framenr_36_framevid_June12_01.jpeg,1145.500,604.500,882.788
14,Batch8:framenr_36_framevid_June12_02.jpeg,101.500,40.500,28.274
15,Batch8:framenr_36_framevid_June12_03.jpeg,101.500,40.500,28.274
16,Batch8:framenr_36_framevid_June16_02.jpeg,1032.500,749.500,964.469
17,Batch8:framenr_36_framevid_June16_07.jpeg,1077.000,556.000,1281.770
18,Batch8:framenr_36_framevid_June16_20.jpeg,980.500,537.500,1127.832
19,Batch8:framenr_37_framevid_June09_01.jpeg,1007.000,540.000,1130.973
20,Batch8:framenr_37_framevid_June09_02.jpeg,671.000,553.000,1495.398
21,Batch8:framenr_37_framevid_June09_03.jpeg,1048.000,673.000,1181.239
22,Batch8:framenr_37_framevid_June12_01.jpeg,1158.500,607.500,920.487
23,Batch8:framenr_37_framevid_June12_02.jpeg,97.500,39.500,28.274
24,Batch8:framenr_37_framevid_June12_03.jpeg,97.500,39.500,28.274
25,Batch8:framenr_37_framevid_June16_02.jpeg,1020.500,745.500,907.920
26,Batch8:framenr_37_framevid_June16_07.jpeg,1069.000,566.000,1225.221
27,Batch8:framenr_37_framevid_June16_20.jpeg,974.000,559.000,1005.310
28,Batch8:framenr_38_framevid_June09_01.jpeg,986.500,536.500,1127.832
29,Batch8:framenr_38_framevid_June09_02.jpeg,686.500,532.500,1561.372
30,Batch8:framenr_38_framevid_June09_03.jpeg,1055.000,665.000,1174.956
31,Batch8:framenr_38_framevid_June12_01.jpeg,1164.500,588.500,882.788
32,Batch8:framenr_38_framevid_June12_02.jpeg,113.500,36.500,40.841
33,Batch8:framenr_38_framevid_June12_03.jpeg,113.500,36.500,40.841
34,Batch8:framenr_38_framevid_June16_02.jpeg,1025.000,718.000,923.628
35,Batch8:framenr_38_framevid_June16_07.jpeg,1077.500,551.500,1297.478
36,Batch8:framenr_38_framevid_June16_20.jpeg,976.500,552.500,1058.717
37,Batch8:framenr_39_framevid_June09_01.jpeg,981.500,536.500,1090.133
38,Batch8:framenr_39_framevid_June09_02.jpeg,675.000,548.000,1507.964
39,Batch8:framenr_39_framevid_June09_03.jpeg,1054.000,677.000,1112.124
40,Batch8:framenr_39_framevid_June12_01.jpeg,1153.000,586.000,785.398
41,Batch8:framenr_39_framevid_June12_02.jpeg,102.500,50.500,15.708
42,Batch8:framenr_39_framevid_June12_03.jpeg,102.500,50.500,15.708
43,Batch8:framenr_39_framevid_June16_02.jpeg,1038.500,688.500,983.319
44,Batch8:framenr_39_framevid_June16_07.jpeg,1070.000,554.000,1250.354
45,Batch8:framenr_39_framevid_June16_20.jpeg,983.500,546.500,1115.265
46,Batch8:framenr_40_framevid_June09_01.jpeg,981.500,533.500,1065.000
47,Batch8:framenr_40_framevid_June09_02.jpeg,673.000,548.000,1507.964
48,Batch8:framenr_40_framevid_June09_03.jpeg,1045.000,663.000,1130.973
49,Batch8:framenr_40_framevid_June12_01.jpeg,1174.500,590.500,832.522
50,Batch8:framenr_40_framevid_June12_02.jpeg,85.000,56.000,50.265
