 ,Label,X,Y,Perim.
1,Batch20:framenr_115_framevid_June12_02.jpeg,1147.000,354.000,1300.619
2,Batch20:framenr_115_framevid_June12_03.jpeg,819.000,682.000,936.195
3,Batch20:framenr_115_framevid_June16_02.jpeg,998.000,636.000,892.212
4,Batch20:framenr_115_framevid_June16_07.jpeg,1041.500,512.500,1102.699
5,Batch20:framenr_115_framevid_June16_20.jpeg,866.000,518.000,1621.062
6,Batch20:framenr_116_framevid_June09_01.jpeg,1016.000,589.000,1250.354
7,Batch20:framenr_116_framevid_June09_02.jpeg,97.000,74.000,25.133
8,Batch20:framenr_116_framevid_June12_02.jpeg,1159.500,317.500,1354.026
9,Batch20:framenr_116_framevid_June12_03.jpeg,846.000,661.000,1061.858
10,Batch20:framenr_116_framevid_June16_02.jpeg,1000.000,638.000,898.495
11,Batch20:framenr_116_framevid_June16_07.jpeg,1055.500,524.500,1071.283
12,Batch20:framenr_116_framevid_June16_20.jpeg,868.500,522.500,1624.203
13,Batch20:framenr_117_framevid_June09_01.jpeg,963.500,586.500,1266.062
14,Batch20:framenr_117_framevid_June09_02.jpeg,128.500,93.500,47.124
15,Batch20:framenr_117_framevid_June12_02.jpeg,1159.000,289.000,1275.487
16,Batch20:framenr_117_framevid_June12_03.jpeg,855.500,674.500,1014.734
17,Batch20:framenr_117_framevid_June16_02.jpeg,1005.000,630.000,948.761
18,Batch20:framenr_117_framevid_June16_07.jpeg,1039.000,523.000,1011.593
19,Batch20:framenr_117_framevid_June16_20.jpeg,869.500,520.500,1605.354
20,Batch20:framenr_118_framevid_June09_01.jpeg,919.500,588.500,1272.345
21,Batch20:framenr_118_framevid_June09_02.jpeg,166.000,121.000,50.265
22,Batch20:framenr_118_framevid_June12_02.jpeg,1141.000,293.000,1294.336
23,Batch20:framenr_118_framevid_June12_03.jpeg,853.500,691.500,951.903
24,Batch20:framenr_118_framevid_June16_02.jpeg,1002.000,638.000,923.628
25,Batch20:framenr_118_framevid_June16_07.jpeg,1019.500,519.500,1039.867
26,Batch20:framenr_118_framevid_June16_20.jpeg,873.500,530.500,1586.504
27,Batch20:framenr_119_framevid_June09_01.jpeg,868.000,575.000,1350.885
28,Batch20:framenr_119_framevid_June09_02.jpeg,160.500,110.500,53.407
29,Batch20:framenr_119_framevid_June12_02.jpeg,1123.000,277.000,1237.788
30,Batch20:framenr_119_framevid_June12_03.jpeg,863.500,694.500,1008.451
31,Batch20:framenr_119_framevid_June16_02.jpeg,1005.000,641.000,929.911
32,Batch20:framenr_119_framevid_June16_07.jpeg,1044.000,529.000,1118.407
33,Batch20:framenr_119_framevid_June16_20.jpeg,874.500,521.500,1605.354
34,Batch20:framenr_120_framevid_June09_01.jpeg,850.000,603.000,1200.088
35,Batch20:framenr_120_framevid_June09_02.jpeg,129.500,93.500,40.841
36,Batch20:framenr_120_framevid_June12_02.jpeg,1152.500,258.500,1303.761
37,Batch20:framenr_120_framevid_June12_03.jpeg,873.000,712.000,961.327
38,Batch20:framenr_120_framevid_June16_02.jpeg,1000.000,645.000,879.646
39,Batch20:framenr_120_framevid_June16_07.jpeg,1055.500,532.500,1115.265
40,Batch20:framenr_120_framevid_June16_20.jpeg,870.000,524.000,1570.796
41,Batch20:framenr_121_framevid_June09_01.jpeg,821.000,609.000,1206.372
42,Batch20:framenr_121_framevid_June09_02.jpeg,124.000,98.000,43.982
43,Batch20:framenr_121_framevid_June12_02.jpeg,1143.000,278.000,1319.469
44,Batch20:framenr_121_framevid_June12_03.jpeg,869.500,740.500,832.522
45,Batch20:framenr_121_framevid_June16_02.jpeg,999.000,652.000,860.796
46,Batch20:framenr_121_framevid_June16_07.jpeg,1050.000,535.000,1049.292
47,Batch20:framenr_121_framevid_June16_20.jpeg,878.000,518.000,1577.080
48,Batch20:framenr_122_framevid_June09_01.jpeg,782.000,597.000,1237.788
49,Batch20:framenr_122_framevid_June09_02.jpeg,134.500,83.500,78.540
50,Batch20:framenr_122_framevid_June12_02.jpeg,1111.500,303.500,1272.345
