 ,Label,X,Y,Perim.
1,Batch22:framenr_130_framevid_June16_07.jpeg,1060.000,509.000,1112.124
2,Batch22:framenr_130_framevid_June16_20.jpeg,882.500,515.500,1473.407
3,Batch22:framenr_131_framevid_June09_01.jpeg,542.500,532.500,1310.044
4,Batch22:framenr_131_framevid_June09_02.jpeg,671.000,682.000,1294.336
5,Batch22:framenr_131_framevid_June12_02.jpeg,1093.500,283.500,1266.062
6,Batch22:framenr_131_framevid_June16_02.jpeg,1014.500,623.500,958.186
7,Batch22:framenr_131_framevid_June16_07.jpeg,1043.500,512.500,1115.265
8,Batch22:framenr_131_framevid_June16_20.jpeg,886.000,507.000,1514.248
9,Batch22:framenr_132_framevid_June09_01.jpeg,548.000,516.000,1200.088
10,Batch22:framenr_132_framevid_June09_02.jpeg,663.000,681.000,1237.788
11,Batch22:framenr_132_framevid_June12_02.jpeg,1050.500,352.500,1203.230
12,Batch22:framenr_132_framevid_June16_02.jpeg,1010.000,615.000,942.478
13,Batch22:framenr_132_framevid_June16_07.jpeg,1048.000,518.000,1118.407
14,Batch22:framenr_132_framevid_June16_20.jpeg,887.500,501.500,1529.956
15,Batch22:framenr_133_framevid_June09_01.jpeg,527.000,510.000,1256.637
16,Batch22:framenr_133_framevid_June09_02.jpeg,659.000,662.000,1256.637
17,Batch22:framenr_133_framevid_June12_02.jpeg,1014.000,414.000,1281.770
18,Batch22:framenr_133_framevid_June16_02.jpeg,1006.000,600.000,980.177
19,Batch22:framenr_133_framevid_June16_07.jpeg,1059.500,523.500,1146.681
20,Batch22:framenr_133_framevid_June16_20.jpeg,880.000,509.000,1514.248
21,Batch22:framenr_134_framevid_June09_01.jpeg,530.000,504.000,1237.788
22,Batch22:framenr_134_framevid_June09_02.jpeg,659.500,630.500,1297.478
23,Batch22:framenr_134_framevid_June12_02.jpeg,1004.500,427.500,1253.495
24,Batch22:framenr_134_framevid_June16_02.jpeg,1002.500,605.500,977.035
25,Batch22:framenr_134_framevid_June16_07.jpeg,1055.000,523.000,1036.726
26,Batch22:framenr_134_framevid_June16_20.jpeg,880.000,507.000,1507.964
27,Batch22:framenr_135_framevid_June09_01.jpeg,517.000,505.000,1275.487
28,Batch22:framenr_135_framevid_June09_02.jpeg,671.000,602.000,1394.867
29,Batch22:framenr_135_framevid_June12_02.jpeg,1003.500,443.500,1196.947
30,Batch22:framenr_135_framevid_June16_02.jpeg,998.000,600.000,917.345
31,Batch22:framenr_135_framevid_June16_07.jpeg,1053.000,514.000,1068.142
32,Batch22:framenr_135_framevid_June16_20.jpeg,871.000,514.000,1476.549
33,Batch22:framenr_136_framevid_June09_01.jpeg,508.000,534.000,1225.221
34,Batch22:framenr_136_framevid_June09_02.jpeg,684.000,608.000,1306.903
35,Batch22:framenr_136_framevid_June12_02.jpeg,1015.500,451.500,1203.230
36,Batch22:framenr_136_framevid_June16_02.jpeg,1005.000,599.000,929.911
37,Batch22:framenr_136_framevid_June16_07.jpeg,1046.000,510.000,1093.274
38,Batch22:framenr_136_framevid_June16_20.jpeg,871.000,497.000,1545.664
39,Batch22:framenr_137_framevid_June09_01.jpeg,490.000,579.000,1118.407
40,Batch22:framenr_137_framevid_June09_02.jpeg,119.500,68.500,59.690
41,Batch22:framenr_137_framevid_June12_02.jpeg,1005.500,470.500,1247.212
42,Batch22:framenr_137_framevid_June16_02.jpeg,1014.000,612.000,973.894
43,Batch22:framenr_137_framevid_June16_07.jpeg,1066.500,541.500,1021.018
44,Batch22:framenr_137_framevid_June16_20.jpeg,865.000,510.000,1507.964
45,Batch22:framenr_138_framevid_June09_01.jpeg,86.000,71.000,56.549
46,Batch22:framenr_138_framevid_June12_02.jpeg,1011.500,477.500,1247.212
47,Batch22:framenr_138_framevid_June16_02.jpeg,1007.500,614.500,920.487
48,Batch22:framenr_138_framevid_June16_07.jpeg,1078.500,538.500,977.035
49,Batch22:framenr_138_framevid_June16_20.jpeg,859.500,513.500,1529.956
50,Batch22:framenr_139_framevid_June09_01.jpeg,178.500,99.500,40.841
