 ,Label,X,Y,Perim.
1,Batch24:framenr_149_framevid_June12_02.jpeg,1008.000,486.000,1168.672
2,Batch24:framenr_149_framevid_June16_02.jpeg,1008.500,587.500,958.186
3,Batch24:framenr_149_framevid_June16_07.jpeg,1027.000,584.000,1074.425
4,Batch24:framenr_149_framevid_June16_20.jpeg,1044.500,297.500,1536.239
5,Batch24:framenr_150_framevid_June09_01.jpeg,102.500,68.500,40.841
6,Batch24:framenr_150_framevid_June12_02.jpeg,1011.000,498.000,1099.557
7,Batch24:framenr_150_framevid_June16_02.jpeg,1014.500,597.500,964.469
8,Batch24:framenr_150_framevid_June16_07.jpeg,1018.500,591.500,1165.531
9,Batch24:framenr_150_framevid_June16_20.jpeg,1032.000,273.000,1451.416
10,Batch24:framenr_151_framevid_June09_01.jpeg,118.500,59.500,40.841
11,Batch24:framenr_151_framevid_June12_02.jpeg,1021.500,490.500,1134.115
12,Batch24:framenr_151_framevid_June16_02.jpeg,1025.500,613.500,970.752
13,Batch24:framenr_151_framevid_June16_07.jpeg,1003.000,605.000,1112.124
14,Batch24:framenr_151_framevid_June16_20.jpeg,1056.500,270.500,1492.257
15,Batch24:framenr_152_framevid_June09_01.jpeg,972.000,461.000,1055.575
16,Batch24:framenr_152_framevid_June12_02.jpeg,1039.000,483.000,1130.973
17,Batch24:framenr_152_framevid_June16_02.jpeg,1036.000,634.000,942.478
18,Batch24:framenr_152_framevid_June16_07.jpeg,976.500,614.500,1178.097
19,Batch24:framenr_152_framevid_June16_20.jpeg,1073.500,259.500,1542.522
20,Batch24:framenr_153_framevid_June09_01.jpeg,1008.000,413.000,1200.088
21,Batch24:framenr_153_framevid_June12_02.jpeg,1047.000,473.000,1112.124
22,Batch24:framenr_153_framevid_June16_02.jpeg,1035.000,622.000,967.611
23,Batch24:framenr_153_framevid_June16_07.jpeg,955.000,622.000,1193.805
24,Batch24:framenr_153_framevid_June16_20.jpeg,1063.000,242.000,1445.133
25,Batch24:framenr_154_framevid_June09_01.jpeg,997.000,397.000,1306.903
26,Batch24:framenr_154_framevid_June12_02.jpeg,1055.000,471.000,1074.425
27,Batch24:framenr_154_framevid_June16_02.jpeg,1032.500,611.500,989.602
28,Batch24:framenr_154_framevid_June16_07.jpeg,952.000,625.000,1174.956
29,Batch24:framenr_154_framevid_June16_20.jpeg,1123.000,247.000,1507.964
30,Batch24:framenr_155_framevid_June09_01.jpeg,1024.000,393.000,1218.938
31,Batch24:framenr_155_framevid_June12_02.jpeg,1065.500,470.500,1077.566
32,Batch24:framenr_155_framevid_June16_02.jpeg,1024.000,617.000,917.345
33,Batch24:framenr_155_framevid_June16_07.jpeg,940.000,620.000,1162.389
34,Batch24:framenr_155_framevid_June16_20.jpeg,1180.000,232.433,1489.115
35,Batch24:framenr_156_framevid_June09_01.jpeg,1012.000,375.000,1344.602
36,Batch24:framenr_156_framevid_June12_02.jpeg,1064.000,442.000,1137.257
37,Batch24:framenr_156_framevid_June16_02.jpeg,1033.500,619.500,945.619
38,Batch24:framenr_156_framevid_June16_07.jpeg,927.000,618.000,1174.956
39,Batch24:framenr_156_framevid_June16_20.jpeg,1200.500,238.500,1416.858
40,Batch24:framenr_157_framevid_June09_01.jpeg,1001.500,367.500,1391.726
41,Batch24:framenr_157_framevid_June12_02.jpeg,1059.000,408.000,1174.956
42,Batch24:framenr_157_framevid_June16_02.jpeg,1036.500,625.500,933.053
43,Batch24:framenr_157_framevid_June16_07.jpeg,962.000,616.000,1074.425
44,Batch24:framenr_157_framevid_June16_20.jpeg,1240.000,265.000,1476.549
45,Batch24:framenr_158_framevid_June09_01.jpeg,1004.500,373.500,1410.575
46,Batch24:framenr_158_framevid_June12_02.jpeg,1061.500,411.500,1253.495
47,Batch24:framenr_158_framevid_June16_02.jpeg,1043.000,631.000,961.327
48,Batch24:framenr_158_framevid_June16_07.jpeg,976.000,592.000,1099.557
49,Batch24:framenr_158_framevid_June16_20.jpeg,1237.500,279.500,1410.575
50,Batch24:framenr_159_framevid_June09_01.jpeg,1011.500,381.500,1410.575
