 ,Label,X,Y,Perim.
1,Batch3:framenr_9_framevid_June12_01.jpeg,1074.500,573.500,794.823
2,Batch3:framenr_9_framevid_June12_02.jpeg,73.000,43.000,12.566
3,Batch3:framenr_9_framevid_June12_03.jpeg,828.000,703.000,1005.310
4,Batch3:framenr_9_framevid_June16_02.jpeg,1059.500,540.500,989.602
5,Batch3:framenr_9_framevid_June16_07.jpeg,1178.500,488.500,920.487
6,Batch3:framenr_9_framevid_June16_20.jpeg,940.000,566.000,1017.876
7,Batch3:framenr_10_framevid_June09_01.jpeg,1191.000,421.000,1200.088
8,Batch3:framenr_10_framevid_June09_02.jpeg,635.500,499.500,1247.212
9,Batch3:framenr_10_framevid_June09_03.jpeg,434.500,347.500,914.203
10,Batch3:framenr_10_framevid_June12_01.jpeg,1079.500,576.500,851.372
11,Batch3:framenr_10_framevid_June12_02.jpeg,65.500,48.500,34.558
12,Batch3:framenr_10_framevid_June12_03.jpeg,831.500,677.500,970.752
13,Batch3:framenr_10_framevid_June16_02.jpeg,1047.500,544.500,920.487
14,Batch3:framenr_10_framevid_June16_07.jpeg,1149.000,495.000,816.814
15,Batch3:framenr_10_framevid_June16_20.jpeg,938.500,564.500,1065.000
16,Batch3:framenr_11_framevid_June09_01.jpeg,1172.000,412.000,1269.203
17,Batch3:framenr_11_framevid_June09_02.jpeg,649.000,526.000,1388.584
18,Batch3:framenr_11_framevid_June09_03.jpeg,457.500,334.500,1058.717
19,Batch3:framenr_11_framevid_June12_01.jpeg,1072.000,562.000,797.965
20,Batch3:framenr_11_framevid_June12_02.jpeg,83.000,51.000,50.265
21,Batch3:framenr_11_framevid_June12_03.jpeg,835.500,667.500,907.920
22,Batch3:framenr_11_framevid_June16_02.jpeg,1075.000,530.000,1061.858
23,Batch3:framenr_11_framevid_June16_07.jpeg,1144.500,492.500,819.956
24,Batch3:framenr_11_framevid_June16_20.jpeg,924.000,557.000,1068.142
25,Batch3:framenr_12_framevid_June09_01.jpeg,1184.500,423.500,1209.513
26,Batch3:framenr_12_framevid_June09_02.jpeg,645.500,546.500,1379.159
27,Batch3:framenr_12_framevid_June09_03.jpeg,512.000,312.000,942.478
28,Batch3:framenr_12_framevid_June12_01.jpeg,1075.000,566.000,804.248
29,Batch3:framenr_12_framevid_June12_02.jpeg,98.500,46.500,53.407
30,Batch3:framenr_12_framevid_June12_03.jpeg,843.500,620.500,1021.018
31,Batch3:framenr_12_framevid_June16_02.jpeg,1063.000,534.000,973.894
32,Batch3:framenr_12_framevid_June16_07.jpeg,1152.000,488.000,917.345
33,Batch3:framenr_12_framevid_June16_20.jpeg,928.500,571.500,1039.867
34,Batch3:framenr_13_framevid_June09_01.jpeg,1177.500,422.500,1209.513
35,Batch3:framenr_13_framevid_June09_02.jpeg,667.000,570.000,1520.531
36,Batch3:framenr_13_framevid_June09_03.jpeg,544.500,337.500,983.319
37,Batch3:framenr_13_framevid_June12_01.jpeg,1074.000,566.000,797.965
38,Batch3:framenr_13_framevid_June12_02.jpeg,73.000,52.000,62.832
39,Batch3:framenr_13_framevid_June12_03.jpeg,828.000,606.000,973.894
40,Batch3:framenr_13_framevid_June16_02.jpeg,1093.500,528.500,1152.965
41,Batch3:framenr_13_framevid_June16_07.jpeg,1133.500,479.500,857.655
42,Batch3:framenr_13_framevid_June16_20.jpeg,925.500,578.500,989.602
43,Batch3:framenr_14_framevid_June09_01.jpeg,1172.500,420.500,1203.230
44,Batch3:framenr_14_framevid_June09_02.jpeg,672.500,589.500,1561.372
45,Batch3:framenr_14_framevid_June09_03.jpeg,580.000,419.000,1049.292
46,Batch3:framenr_14_framevid_June12_01.jpeg,1071.000,550.000,785.398
47,Batch3:framenr_14_framevid_June12_02.jpeg,73.000,36.000,31.416
48,Batch3:framenr_14_framevid_June12_03.jpeg,827.000,558.000,1080.708
49,Batch3:framenr_14_framevid_June16_02.jpeg,1078.500,515.500,1065.000
50,Batch3:framenr_14_framevid_June16_07.jpeg,1133.500,479.500,933.053
