 ,Label,X,Y,Perim.
1,Batch13:framenr_65_framevid_June12_02.jpeg,76.500,42.500,28.274
2,Batch13:framenr_65_framevid_June12_03.jpeg,76.500,42.500,28.274
3,Batch13:framenr_65_framevid_June16_02.jpeg,1055.500,714.500,945.619
4,Batch13:framenr_65_framevid_June16_07.jpeg,1049.000,529.000,1212.655
5,Batch13:framenr_65_framevid_June16_20.jpeg,859.500,532.500,1517.389
6,Batch13:framenr_66_framevid_June09_01.jpeg,912.000,507.000,1382.301
7,Batch13:framenr_66_framevid_June09_02.jpeg,806.000,579.000,1394.867
8,Batch13:framenr_66_framevid_June12_02.jpeg,94.000,43.000,56.549
9,Batch13:framenr_66_framevid_June12_03.jpeg,94.000,43.000,56.549
10,Batch13:framenr_66_framevid_June16_02.jpeg,1056.000,715.000,942.478
11,Batch13:framenr_66_framevid_June16_07.jpeg,1054.500,525.500,1240.929
12,Batch13:framenr_66_framevid_June16_20.jpeg,860.000,542.000,1482.832
13,Batch13:framenr_67_framevid_June09_01.jpeg,904.000,506.000,1388.584
14,Batch13:framenr_67_framevid_June09_02.jpeg,816.000,567.000,1470.265
15,Batch13:framenr_67_framevid_June12_02.jpeg,100.500,66.500,21.991
16,Batch13:framenr_67_framevid_June12_03.jpeg,100.500,66.500,21.991
17,Batch13:framenr_67_framevid_June16_02.jpeg,1060.000,685.000,1011.593
18,Batch13:framenr_67_framevid_June16_07.jpeg,1051.000,525.000,1218.938
19,Batch13:framenr_67_framevid_June16_20.jpeg,859.500,544.500,1511.106
20,Batch13:framenr_68_framevid_June09_01.jpeg,901.500,486.500,1410.575
21,Batch13:framenr_68_framevid_June09_02.jpeg,815.500,570.500,1460.841
22,Batch13:framenr_68_framevid_June12_02.jpeg,106.000,90.000,37.699
23,Batch13:framenr_68_framevid_June12_03.jpeg,106.000,90.000,37.699
24,Batch13:framenr_68_framevid_June16_02.jpeg,1053.000,686.000,967.611
25,Batch13:framenr_68_framevid_June16_07.jpeg,1040.500,522.500,1146.681
26,Batch13:framenr_68_framevid_June16_20.jpeg,861.500,541.500,1498.540
27,Batch13:framenr_69_framevid_June09_01.jpeg,910.000,520.000,1269.203
28,Batch13:framenr_69_framevid_June09_02.jpeg,803.500,580.500,1398.009
29,Batch13:framenr_69_framevid_June12_02.jpeg,74.500,88.500,53.407
30,Batch13:framenr_69_framevid_June12_03.jpeg,74.500,88.500,53.407
31,Batch13:framenr_69_framevid_June16_02.jpeg,1069.000,683.000,1030.442
32,Batch13:framenr_69_framevid_June16_07.jpeg,1045.500,520.500,1184.380
33,Batch13:framenr_69_framevid_June16_20.jpeg,857.000,547.000,1470.265
34,Batch13:framenr_70_framevid_June09_01.jpeg,896.000,520.000,1275.487
35,Batch13:framenr_70_framevid_June09_02.jpeg,811.000,562.000,1451.416
36,Batch13:framenr_70_framevid_June12_02.jpeg,94.500,68.500,9.425
37,Batch13:framenr_70_framevid_June12_03.jpeg,94.500,68.500,9.425
38,Batch13:framenr_70_framevid_June16_02.jpeg,1052.000,703.000,923.628
39,Batch13:framenr_70_framevid_June16_07.jpeg,1056.000,503.000,1269.203
40,Batch13:framenr_70_framevid_June16_20.jpeg,862.000,536.000,1551.947
41,Batch13:framenr_71_framevid_June09_01.jpeg,890.000,508.000,1300.619
42,Batch13:framenr_71_framevid_June09_02.jpeg,797.000,572.000,1338.318
43,Batch13:framenr_71_framevid_June12_02.jpeg,67.000,105.000,37.699
44,Batch13:framenr_71_framevid_June12_03.jpeg,67.000,105.000,37.699
45,Batch13:framenr_71_framevid_June16_02.jpeg,1058.000,688.000,986.460
46,Batch13:framenr_71_framevid_June16_07.jpeg,1057.500,499.500,1310.044
47,Batch13:framenr_71_framevid_June16_20.jpeg,868.500,530.500,1561.372
48,Batch13:framenr_72_framevid_June09_01.jpeg,890.000,487.000,1332.035
49,Batch13:framenr_72_framevid_June09_02.jpeg,814.000,549.000,1470.265
50,Batch13:framenr_72_framevid_June12_02.jpeg,82.500,70.500,28.274
