 ,Label,X,Y,Perim.
1,Batch29:framenr_220_framevid_June09_01.jpeg,148.482,216.500,1196.947
2,Batch29:framenr_220_framevid_June12_02.jpeg,1181.500,460.500,1536.239
3,Batch29:framenr_220_framevid_June16_02.jpeg,1028.500,544.500,1039.867
4,Batch29:framenr_221_framevid_June09_01.jpeg,163.375,194.415,1322.611
5,Batch29:framenr_221_framevid_June12_02.jpeg,1187.500,465.500,1523.672
6,Batch29:framenr_221_framevid_June16_02.jpeg,1021.000,537.000,1068.142
7,Batch29:framenr_222_framevid_June09_01.jpeg,184.100,220.000,1269.203
8,Batch29:framenr_222_framevid_June12_02.jpeg,1203.500,462.500,1617.920
9,Batch29:framenr_222_framevid_June16_02.jpeg,1009.000,535.000,1086.991
10,Batch29:framenr_223_framevid_June09_01.jpeg,225.000,185.056,1350.885
11,Batch29:framenr_223_framevid_June12_02.jpeg,1198.000,465.000,1570.796
12,Batch29:framenr_223_framevid_June16_02.jpeg,1005.000,534.000,1124.690
13,Batch29:framenr_224_framevid_June09_01.jpeg,248.500,153.323,1354.026
14,Batch29:framenr_224_framevid_June12_02.jpeg,1200.500,459.500,1592.787
15,Batch29:framenr_224_framevid_June16_02.jpeg,993.000,532.000,1093.274
16,Batch29:framenr_225_framevid_June09_01.jpeg,312.000,131.324,1269.203
17,Batch29:framenr_225_framevid_June12_02.jpeg,1210.500,461.500,1605.354
18,Batch29:framenr_225_framevid_June16_02.jpeg,992.500,525.500,1115.265
19,Batch29:framenr_226_framevid_June09_01.jpeg,66.500,52.500,47.124
20,Batch29:framenr_226_framevid_June12_02.jpeg,1220.500,463.500,1655.619
21,Batch29:framenr_226_framevid_June16_02.jpeg,990.000,531.000,1093.274
22,Batch29:framenr_227_framevid_June09_01.jpeg,45.000,48.000,37.699
23,Batch29:framenr_227_framevid_June12_02.jpeg,1210.500,463.500,1592.787
24,Batch29:framenr_227_framevid_June16_02.jpeg,993.000,522.000,1105.841
25,Batch29:framenr_228_framevid_June09_01.jpeg,382.500,95.399,1630.487
26,Batch29:framenr_228_framevid_June12_02.jpeg,1216.500,463.500,1611.637
27,Batch29:framenr_228_framevid_June16_02.jpeg,1002.000,524.000,1124.690
28,Batch29:framenr_229_framevid_June09_01.jpeg,91.500,60.500,53.407
29,Batch29:framenr_229_framevid_June12_02.jpeg,67.000,40.000,18.850
30,Batch29:framenr_229_framevid_June16_02.jpeg,1001.000,523.000,1099.557
31,Batch29:framenr_230_framevid_June09_01.jpeg,90.000,28.000,18.850
32,Batch29:framenr_230_framevid_June12_02.jpeg,90.000,28.000,18.850
33,Batch29:framenr_230_framevid_June16_02.jpeg,1020.000,504.000,1187.522
34,Batch29:framenr_231_framevid_June09_01.jpeg,73.000,61.000,50.265
35,Batch29:framenr_231_framevid_June12_02.jpeg,73.000,61.000,50.265
36,Batch29:framenr_231_framevid_June16_02.jpeg,1012.500,504.500,1190.664
37,Batch29:framenr_232_framevid_June09_01.jpeg,110.500,70.500,78.540
38,Batch29:framenr_232_framevid_June12_02.jpeg,110.500,70.500,78.540
39,Batch29:framenr_232_framevid_June16_02.jpeg,1003.500,514.500,1127.832
40,Batch29:framenr_233_framevid_June09_01.jpeg,85.000,65.000,50.265
41,Batch29:framenr_233_framevid_June12_02.jpeg,85.000,65.000,50.265
42,Batch29:framenr_233_framevid_June16_02.jpeg,1000.500,515.500,1146.681
43,Batch29:framenr_234_framevid_June09_01.jpeg,120.500,49.500,47.124
44,Batch29:framenr_234_framevid_June12_02.jpeg,120.500,49.500,47.124
45,Batch29:framenr_234_framevid_June16_02.jpeg,1004.500,508.500,1203.230
46,Batch29:framenr_235_framevid_June09_01.jpeg,93.000,55.000,56.549
47,Batch29:framenr_235_framevid_June12_02.jpeg,71.000,50.000,62.832
48,Batch29:framenr_235_framevid_June16_02.jpeg,984.500,516.500,1146.681
49,Batch29:framenr_236_framevid_June09_01.jpeg,533.000,90.405,1533.097
50,Batch29:framenr_236_framevid_June12_02.jpeg,1168.500,522.500,1467.124
