 ,Label,X,Y,Perim.
1,Batch15:framenr_79_framevid_June16_02.jpeg,1048.500,674.500,970.752
2,Batch15:framenr_79_framevid_June16_07.jpeg,1067.500,533.500,1159.248
3,Batch15:framenr_79_framevid_June16_20.jpeg,872.500,519.500,1517.389
4,Batch15:framenr_80_framevid_June09_01.jpeg,955.500,647.500,1014.734
5,Batch15:framenr_80_framevid_June09_02.jpeg,818.000,609.000,1288.053
6,Batch15:framenr_80_framevid_June12_02.jpeg,89.000,82.000,37.699
7,Batch15:framenr_80_framevid_June12_03.jpeg,89.000,82.000,37.699
8,Batch15:framenr_80_framevid_June16_02.jpeg,1045.000,669.000,942.478
9,Batch15:framenr_80_framevid_June16_07.jpeg,1078.500,531.500,1215.796
10,Batch15:framenr_80_framevid_June16_20.jpeg,870.500,518.500,1467.124
11,Batch15:framenr_81_framevid_June09_01.jpeg,959.500,652.500,989.602
12,Batch15:framenr_81_framevid_June09_02.jpeg,833.000,598.000,1382.301
13,Batch15:framenr_81_framevid_June12_02.jpeg,73.000,73.000,31.416
14,Batch15:framenr_81_framevid_June12_03.jpeg,73.000,73.000,31.416
15,Batch15:framenr_81_framevid_June16_02.jpeg,1034.000,634.000,955.044
16,Batch15:framenr_81_framevid_June16_07.jpeg,1080.500,523.500,1222.080
17,Batch15:framenr_81_framevid_June16_20.jpeg,868.500,528.500,1429.425
18,Batch15:framenr_82_framevid_June09_01.jpeg,963.000,649.000,1017.876
19,Batch15:framenr_82_framevid_June09_02.jpeg,794.000,574.000,1206.372
20,Batch15:framenr_82_framevid_June12_02.jpeg,78.000,84.000,25.133
21,Batch15:framenr_82_framevid_June12_03.jpeg,78.000,84.000,25.133
22,Batch15:framenr_82_framevid_June16_02.jpeg,1029.000,625.000,1005.310
23,Batch15:framenr_82_framevid_June16_07.jpeg,1069.000,543.000,1124.690
24,Batch15:framenr_82_framevid_June16_20.jpeg,875.000,520.000,1470.265
25,Batch15:framenr_83_framevid_June09_01.jpeg,966.000,654.000,999.026
26,Batch15:framenr_83_framevid_June09_02.jpeg,782.500,550.500,1272.345
27,Batch15:framenr_83_framevid_June12_02.jpeg,140.000,60.000,18.850
28,Batch15:framenr_83_framevid_June12_03.jpeg,140.000,60.000,18.850
29,Batch15:framenr_83_framevid_June16_02.jpeg,1031.500,604.500,1033.584
30,Batch15:framenr_83_framevid_June16_07.jpeg,1072.000,531.000,1162.389
31,Batch15:framenr_83_framevid_June16_20.jpeg,874.500,522.500,1460.841
32,Batch15:framenr_84_framevid_June09_01.jpeg,967.500,654.500,995.885
33,Batch15:framenr_84_framevid_June09_02.jpeg,787.000,561.000,1256.637
34,Batch15:framenr_84_framevid_June12_02.jpeg,135.000,53.000,43.982
35,Batch15:framenr_84_framevid_June12_03.jpeg,135.000,53.000,43.982
36,Batch15:framenr_84_framevid_June16_02.jpeg,1041.000,616.000,1017.876
37,Batch15:framenr_84_framevid_June16_07.jpeg,1076.500,530.500,1159.248
38,Batch15:framenr_84_framevid_June16_20.jpeg,868.500,532.500,1385.442
39,Batch15:framenr_85_framevid_June09_01.jpeg,968.000,649.000,1024.159
40,Batch15:framenr_85_framevid_June09_02.jpeg,799.000,558.000,1275.487
41,Batch15:framenr_85_framevid_June12_02.jpeg,81.500,83.500,40.841
42,Batch15:framenr_85_framevid_June12_03.jpeg,81.500,83.500,40.841
43,Batch15:framenr_85_framevid_June16_02.jpeg,1044.000,629.000,986.460
44,Batch15:framenr_85_framevid_June16_07.jpeg,1068.500,534.500,1077.566
45,Batch15:framenr_85_framevid_June16_20.jpeg,868.000,537.000,1420.000
46,Batch15:framenr_86_framevid_June09_01.jpeg,965.500,638.500,1052.434
47,Batch15:framenr_86_framevid_June09_02.jpeg,796.500,573.500,1247.212
48,Batch15:framenr_86_framevid_June12_02.jpeg,131.500,85.500,65.973
49,Batch15:framenr_86_framevid_June12_03.jpeg,131.500,85.500,65.973
50,Batch15:framenr_86_framevid_June16_02.jpeg,1046.000,624.000,1030.442
